NR_TURNO,SG_UF,SG_UE,NM_MUNICIPIO,NR_ZONA,DS_CARGO,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,NM_PARTIDO,DS_COMPOSICAO_COLIGACAO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,DS_SIT_TOT_TURNO
1,PB,19925,ALGODÃO DE JANDAÍRA,67,Prefeito,JOACY DOS SANTOS IZIDRO,DIDI DA SERRA,REDE,Rede Sustentabilidade,Federação PSOL REDE(PSOL/REDE),740,740,NÃO ELEITO
1,SP,64378,GASTÃO VIDIGAL,162,Prefeito,SEBASTIAO FELISBERTO FERNANDES,TIAO BERTINO,PSD,Partido Social Democrático,PSD,1235,1235,NÃO ELEITO
1,MT,90948,NOVO SANTO ANTÔNIO,15,Prefeito,DIVINO GUSTAVO DIAS DE SOUZA,GUSTAVO DA AGRICULTURA,UNIÃO,União Brasil,UNIÃO,803,803,NÃO ELEITO
1,PE,23574,CABO DE SANTO AGOSTINHO,15,Prefeito,LUCIANO FLAVIO DE OLIVEIRA,LUCIANO DA OFICINA,PRD,Partido Renovação Democrática,PRD,294,294,NÃO ELEITO
1,PE,23574,CABO DE SANTO AGOSTINHO,121,Prefeito,LUCIANO FLAVIO DE OLIVEIRA,LUCIANO DA OFICINA,PRD,Partido Renovação Democrática,PRD,1078,1078,NÃO ELEITO
1,PA,5274,SANTA CRUZ DO ARARI,2,Prefeito,JAIR LENO PAMPLONA,JAIR LENO,UNIÃO,União Brasil,UNIÃO,2441,2441,NÃO ELEITO
1,MG,50377,POCRANE,129,Prefeito,SERGIO LUIZ DO VALE,SERGIO DO BANCO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),461,461,NÃO ELEITO
1,BA,37699,PALMAS DE MONTE ALTO,175,Prefeito,FERNANDO NOGUEIRA LARANJEIRA,FERNANDO LARANJEIRA,AVANTE,AVANTE,AVANTE,5739,5739,NÃO ELEITO
1,PR,74446,ITAPERUÇU,156,Prefeito,MAURI BORTOLUZZI JUNIOR,JUNINHO TRUQUES,UNIÃO,União Brasil,UNIÃO,2538,2538,NÃO ELEITO
1,RS,87718,NOVO HAMBURGO,172,Prefeito,CLAUDIO RENATO DE AZEVEDO FILHO,FUFA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),4227,4227,NÃO ELEITO
1,RS,87718,NOVO HAMBURGO,76,Prefeito,CLAUDIO RENATO DE AZEVEDO FILHO,FUFA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),4280,4280,NÃO ELEITO
1,MG,45691,GUARARÁ,42,Prefeito,JOSE ANTONIO COSTA,ZÉ ANTÔNIO,SOLIDARIEDADE,Solidariedade,SOLIDARIEDADE,760,760,NÃO ELEITO
1,BA,36358,ITAQUARA,76,Prefeito,ANDERSON OLIVEIRA DE JESUS,ANDERSON OLIVEIRA,PMB,Partido da Mulher Brasileira,PMB,7,7,NÃO ELEITO
1,SP,71218,SÃO VICENTE,177,Prefeito,ROSANA APARECIDA CARUSO,ROSANA CARUSO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),3944,3944,NÃO ELEITO
1,SP,71218,SÃO VICENTE,340,Prefeito,ROSANA APARECIDA CARUSO,ROSANA CARUSO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),4286,4286,NÃO ELEITO
1,RS,88587,JARI,87,Prefeito,JOCELIR TEIXEIRA MUCHA,JOCELIR TEIXEIRA MUCHA,PP,PROGRESSISTAS,PP,674,674,NÃO ELEITO
1,GO,93289,VILA BOA,11,Prefeito,GERSON ADOLAR BOSSE JUNIOR,JUNIOR BOSSE,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS,242,242,NÃO ELEITO
1,SP,68616,PINDAMONHANGABA,90,Prefeito,GIOVANNI NICOLETTI,GIOVANNI NICOLETTI,NOVO,Partido Novo,NOVO,2929,2929,NÃO ELEITO
1,SP,68918,PITANGUEIRAS,98,Prefeito,ROBERTO APARECIDO PEREIRA DOS SANTOS,ROBERTINHO,PDT,Partido Democrático Trabalhista,PDT,128,128,NÃO ELEITO
1,CE,14257,ITAIÇABA,75,Prefeito,GENILSON CESAR DE SENA,GENILSON,PL,Partido Liberal,PL,127,127,NÃO ELEITO
1,AL,28592,SANTANA DO IPANEMA,19,Prefeito,ALBÉRIO WANDERLEY DE AQUINO,ALBÉRIO WANDERLEY JEGÃO,UNIÃO,União Brasil,UNIÃO,600,600,NÃO ELEITO
1,PA,4634,IGARAPÉ-AÇU,5,Prefeito,JOSE FRANCISCO DA COSTA FILHO,ZECA PARA POTY,PL,Partido Liberal,PL,306,306,NÃO ELEITO
1,MG,50130,PIRAJUBA,82,Prefeito,PRISCILA BERNARDES BORGES,PRISCILA BERNARDES,UNIÃO,União Brasil,UNIÃO,1742,1742,NÃO ELEITO
1,MG,43656,CONSELHEIRO LAFAIETE,87,Prefeito,ANDRÉ LUIS DE MENEZES,ANDRÉ MENEZES,PSDB,Partido da Social Democracia Brasileira,Federação PSDB CIDADANIA(PSDB/CIDADANIA),4215,4215,NÃO ELEITO
1,CE,15059,PARACURU,109,Prefeito,JULIO CESAR ALCANTARA,DR JULIO,MOBILIZA,Mobilização Nacional,MOBILIZA,384,384,NÃO ELEITO
1,CE,13099,ALCÂNTARAS,24,Prefeito,SHIRLIANE MOREIRA FERREIRA,SHIRLIANE FERREIRA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),2821,2821,NÃO ELEITO
1,MG,42439,CAPELA NOVA,68,Prefeito,HÉLIO ANGELO DE FARIA JÚNIOR,JUNINHO DO MERCADO,PSD,Partido Social Democrático,PSD,282,282,NÃO ELEITO
1,AL,28533,RIO LARGO,15,Prefeito,PEDRO VICTOR DE ARAUJO JUNIOR,PEDRO VICTOR,MDB,Movimento Democrático Brasileiro,MDB,1982,1982,NÃO ELEITO
1,SP,68330,PAULO DE FARIA,164,Prefeito,ELAINE ALINE SILVA MACHADO,ELAINE ALINE ABENÇOADA,DC,Democracia Cristã,DC,65,65,NÃO ELEITO
1,PE,24791,MACAPARANA,90,Prefeito,VLADIMIR DE FIGUEIREDO RAMOS,VLADIMIR,PRD,Partido Renovação Democrática,PRD,52,52,NÃO ELEITO
1,RS,86533,ESTRELA,21,Prefeito,JOSE JAIR WERMANN,JAIR WERMANN,NOVO,Partido Novo,NOVO,1577,1577,NÃO ELEITO
1,GO,92339,ARAGARÇAS,35,Prefeito,MARA NEI NEGREIRO REGO ELIAS,MARA NEI,AGIR,AGIR,AGIR,337,337,NÃO ELEITO
1,MG,43710,CONTAGEM,313,Prefeito,DULCE JOANE SOUSA MONTE,DULCE,PMB,Partido da Mulher Brasileira,PMB,142,142,NÃO ELEITO
1,MG,43710,CONTAGEM,90,Prefeito,DULCE JOANE SOUSA MONTE,DULCE,PMB,Partido da Mulher Brasileira,PMB,65,65,NÃO ELEITO
1,MG,43710,CONTAGEM,93,Prefeito,DULCE JOANE SOUSA MONTE,DULCE,PMB,Partido da Mulher Brasileira,PMB,110,110,NÃO ELEITO
1,MG,43710,CONTAGEM,91,Prefeito,DULCE JOANE SOUSA MONTE,DULCE,PMB,Partido da Mulher Brasileira,PMB,130,130,NÃO ELEITO
1,ES,56618,JERÔNIMO MONTEIRO,4,Prefeito,MITTER MAYER VOLPASSO BORGES,MITTER,PP,PROGRESSISTAS,PP,191,191,NÃO ELEITO
1,RJ,58416,ITAOCARA,106,Prefeito,GILCIMARA DA SILVA SILVEIRA,MARA DA ZÓZA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE),186,186,NÃO ELEITO
1,RS,85715,CAMBARÁ DO SUL,48,Prefeito,EDENIR GONCALVES DA SILVA,DENO,PDT,Partido Democrático Trabalhista,PDT,53,53,NÃO ELEITO
1,PB,19461,MARIZÓPOLIS,35,Prefeito,JERÔNIMO ARLINDO DA SILVA JUNIOR,JUNIOR DO PEIXE,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS,2126,2126,NÃO ELEITO
1,PR,75353,CURITIBA,3,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,28,28,NÃO ELEITO
1,PR,75353,CURITIBA,145,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,33,33,NÃO ELEITO
1,PR,75353,CURITIBA,4,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,27,27,NÃO ELEITO
1,PR,75353,CURITIBA,176,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,36,36,NÃO ELEITO
1,PR,75353,CURITIBA,178,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,39,39,NÃO ELEITO
1,PR,75353,CURITIBA,2,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,40,40,NÃO ELEITO
1,PR,75353,CURITIBA,177,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,39,39,NÃO ELEITO
1,PR,75353,CURITIBA,175,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,25,25,NÃO ELEITO
1,PR,75353,CURITIBA,1,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,39,39,NÃO ELEITO
1,PR,75353,CURITIBA,174,Prefeito,FELIPE GUSTAVO BOMBARDELLI,FELIPE BOMBARDELLI,PCO,Partido da Causa Operária,PCO,35,35,NÃO ELEITO
1,MA,7773,ESPERANTINÓPOLIS,61,Prefeito,FRANCISCO ALVES DO NASCIMENTO,NEGO BOY,AGIR,AGIR,AGIR,29,29,NÃO ELEITO
1,SE,32417,SIMÃO DIAS,22,Prefeito,LEANDRO MURAD OLIVEIRA,LEANDRO MURAD,MDB,Movimento Democrático Brasileiro,MDB,1051,1051,NÃO ELEITO
1,AL,27537,FELIZ DESERTO,7,Prefeito,JOSÉ MARCELO ARAÚJO LESSA  FILHO,MARCELO LESSA,PODE,Podemos,PODE,98,98,NÃO ELEITO
1,SP,69639,RIBEIRÃO CORRENTE,240,Prefeito,ANTONIO MIGUEL SERAFIM,MIGUEL SERAFIM,PL,Partido Liberal,PL,1274,1274,NÃO ELEITO
1,AP,6114,FERREIRA GOMES,12,Prefeito,DINELSON DE LIMA ARAUJO,DINELSON ARAÚJO,PSD,Partido Social Democrático,PSD,1199,1199,NÃO ELEITO
1,MG,51551,SANTA LUZIA,312,Prefeito,DENILSON APARECIDO MARTINS,DENILSON MARTINS,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),2658,2658,NÃO ELEITO
1,MG,51551,SANTA LUZIA,246,Prefeito,DENILSON APARECIDO MARTINS,DENILSON MARTINS,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1098,1098,NÃO ELEITO
1,BA,37621,NOVO TRIUNFO,82,Prefeito,RONILDO DE OLIVEIRA MATOS,BIBA DE NELZITO,PODE,Podemos,PODE,1911,1911,NÃO ELEITO
1,MG,48372,MINDURI,346,Prefeito,FERNANDO FERREIRA ROCHA,FERNANDINHO,AVANTE,AVANTE,AVANTE,473,473,NÃO ELEITO
1,RN,16268,RIO DO FOGO,64,Prefeito,JOSE FRANCISCO ALVES,ZEZE DE PITITINGA,PL,Partido Liberal,PL,412,412,NÃO ELEITO
1,AM,2119,BARREIRINHA,26,Prefeito,LUIS GONZAGA PICANÇO NETO,LUIS PICANÇO ,MDB,Movimento Democrático Brasileiro,MDB,297,297,NÃO ELEITO
1,RS,88412,SANTA MARIA,135,Prefeito,MOACIR DA ROSA ALVES,DR MOACIR,PRD,Partido Renovação Democrática,PRD,117,0,NÃO ELEITO
1,RS,88412,SANTA MARIA,41,Prefeito,MOACIR DA ROSA ALVES,DR MOACIR,PRD,Partido Renovação Democrática,PRD,116,0,NÃO ELEITO
1,MG,46256,IPATINGA,348,Prefeito,GLAUBER MACHADO FERREIRA,GLAUBER MACHADO,PSTU,Partido Socialista dos Trabalhadores Unificado,PSTU,132,132,NÃO ELEITO
1,MG,46256,IPATINGA,130,Prefeito,GLAUBER MACHADO FERREIRA,GLAUBER MACHADO,PSTU,Partido Socialista dos Trabalhadores Unificado,PSTU,223,223,NÃO ELEITO
1,MG,46256,IPATINGA,131,Prefeito,GLAUBER MACHADO FERREIRA,GLAUBER MACHADO,PSTU,Partido Socialista dos Trabalhadores Unificado,PSTU,110,110,NÃO ELEITO
1,CE,13129,BARREIRA,52,Prefeito,ANTONIO ALAILSON OLIVEIRA SALDANHA,ALAILSON SALDANHA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1065,1065,NÃO ELEITO
1,MG,45330,FRANCISCO SÁ,115,Prefeito,MAURO SOARES DAVID,MAURO DAVID,PSD,Partido Social Democrático,PSD,393,393,NÃO ELEITO
1,SP,61034,ADOLFO,64,Prefeito,FLAVIO NELSON BALBINO,FLAVIO BALBINO,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS,1028,1028,NÃO ELEITO
1,GO,95915,SÃO DOMINGOS,47,Prefeito,NESIMÁRIO DE SOUZA RAMOS,NESIMÁRIO RAMOS,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),268,268,NÃO ELEITO
1,MT,98876,PORTO ESPERIDIÃO,18,Prefeito,ALLISON LUIZ DE OLIVEIRA,ALLISON OLIVEIRA,PP,PROGRESSISTAS,PP,691,691,NÃO ELEITO
1,BA,35114,ESPLANADA,21,Prefeito,RAFAEL MIRANDA DOS SANTOS DE SOUZA,RAFAEL MIRANDA,AGIR,AGIR,AGIR,38,38,NÃO ELEITO
1,PI,12408,JOCA MARQUES,27,Prefeito,ALDERICO GOMES TAVARES,DR. ALDERICO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),2206,2206,NÃO ELEITO
1,MT,98752,NOVA CANAÃ DO NORTE,23,Prefeito,ALEXANDRO FERNANDO DA SILVA,LEQUINHO,PDT,Partido Democrático Trabalhista,PDT,841,841,NÃO ELEITO
1,MG,50490,POUSO ALEGRE,227,Prefeito,ALBA REGINA JUNQUEIRA,ALBA JUNQUEIRA,PL,Partido Liberal,PL,4940,4940,NÃO ELEITO
1,RO,558,VALE DO PARAÍSO,28,Prefeito,POLIANA DE MORAES SILVA GASQUI PERRETA,POLIANA GASQUI,UNIÃO,União Brasil,UNIÃO,1499,1499,NÃO ELEITO
1,PR,79634,MATINHOS,194,Prefeito,KÁSSIA NOVOCHADLO,KÁSSIA MULHER DO JUIZ,NOVO,Partido Novo,NOVO,733,733,NÃO ELEITO
1,CE,13153,ANTONINA DO NORTE,18,Prefeito,ELMAR ALVES DA SILVA,ELMAR,MDB,Movimento Democrático Brasileiro,MDB,994,994,NÃO ELEITO
1,PA,4278,BELÉM,76,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,569,569,NÃO ELEITO
1,PA,4278,BELÉM,28,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,376,376,NÃO ELEITO
1,PA,4278,BELÉM,29,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,299,299,NÃO ELEITO
1,PA,4278,BELÉM,97,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,333,333,NÃO ELEITO
1,PA,4278,BELÉM,1,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,403,403,NÃO ELEITO
1,PA,4278,BELÉM,30,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,171,171,NÃO ELEITO
1,PA,4278,BELÉM,73,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,449,449,NÃO ELEITO
1,PA,4278,BELÉM,96,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,403,403,NÃO ELEITO
1,PA,4278,BELÉM,98,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,434,434,NÃO ELEITO
1,PA,4278,BELÉM,95,Prefeito,ITALO NEVES ABATI,ÍTALO ABATI,NOVO,Partido Novo,NOVO,591,591,NÃO ELEITO
1,MG,49255,PADRE PARAÍSO,15,Prefeito,JOSE CARLOS DE JESUS QUEIROZ,PASTOR CAJADO,UNIÃO,União Brasil,UNIÃO,68,68,NÃO ELEITO
1,MA,8494,PAÇO DO LUMIAR,93,Prefeito,LUANA KARLA MADEIRA PEIXOTO,LUANA PEIXOTO,DC,Democracia Cristã,DC,967,967,NÃO ELEITO
1,SC,81167,ERMO,42,Prefeito,DEOCLÉSIO DA SILVA,CLÉSINHO,PSDB,Partido da Social Democracia Brasileira,Federação PSDB CIDADANIA(PSDB/CIDADANIA),1176,1176,NÃO ELEITO
1,RJ,58599,MIRACEMA,112,Prefeito,MARCOS ANTONIO DE OLIVEIRA MATOZINHO,MARCOS MATOZINHO  O BOMBEIRO ,PRD,Partido Renovação Democrática,PRD,202,202,NÃO ELEITO
1,PB,19135,SÃO JOÃO DO RIO DO PEIXE,37,Prefeito,RONNEY MARECO ALVES DE SÁ,DR RONNEY MARECO,PP,PROGRESSISTAS,PP,2076,2076,NÃO ELEITO
1,BA,33910,BRUMADO,90,Prefeito,CLÁUDIO MÁRCIO LEITE DOS SANTOS,PROF CLAUDIO LEITE,PL,Partido Liberal,PL,600,600,NÃO ELEITO
1,SP,71099,SÃO PEDRO,130,Prefeito,EDUARDO SPERANZA MODESTO,DU MODESTO,PV,Partido Verde,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),779,779,NÃO ELEITO
1,SC,80535,BRAÇO DO NORTE,44,Prefeito,ROBSON ANDRE DA SILVA,ROBINHO DA FARMACIA,PL,Partido Liberal,PL,3866,3866,NÃO ELEITO
1,RS,85898,CANOAS,134,Prefeito,MARCIO CRISTIANO PRADO DE FREITAS,MARCIO FREITAS ,PRD,Partido Renovação Democrática,PRD,6294,6294,NÃO ELEITO
1,RS,85898,CANOAS,66,Prefeito,MARCIO CRISTIANO PRADO DE FREITAS,MARCIO FREITAS ,PRD,Partido Renovação Democrática,PRD,3827,3827,NÃO ELEITO
1,MG,46370,ITABIRITO,133,Prefeito,WILSON LUIZ DE OLIVEIRA,WILSON DO GRITO,NOVO,Partido Novo,NOVO,177,177,NÃO ELEITO
1,SP,67130,MOGI DAS CRUZES,319,Prefeito,JOSE ROBERTO RODRIGUES JUNIOR,DOUTOR ROBERTO RODRIGUES,PRTB,Partido Renovador Trabalhista Brasileiro,PRTB,195,195,NÃO ELEITO
1,SP,67130,MOGI DAS CRUZES,74,Prefeito,JOSE ROBERTO RODRIGUES JUNIOR,DOUTOR ROBERTO RODRIGUES,PRTB,Partido Renovador Trabalhista Brasileiro,PRTB,270,270,NÃO ELEITO
1,SP,67130,MOGI DAS CRUZES,287,Prefeito,JOSE ROBERTO RODRIGUES JUNIOR,DOUTOR ROBERTO RODRIGUES,PRTB,Partido Renovador Trabalhista Brasileiro,PRTB,686,686,NÃO ELEITO
1,GO,93750,GOIANIRA,101,Prefeito,ÍCARO MARCIO FLORES MELO,ÍCARO FLORES,PRTB,Partido Renovador Trabalhista Brasileiro,PRTB,6244,6244,NÃO ELEITO
1,PR,74667,PITANGUEIRAS,67,Prefeito,ALEX SANDRO DOS REIS,ALEX REIS,UNIÃO,União Brasil,UNIÃO,317,317,NÃO ELEITO
1,SC,82554,PINHEIRO PRETO,47,Prefeito,PEDRO RABUSKE,PEDRO RABUSKE,MDB,Movimento Democrático Brasileiro,MDB,744,744,NÃO ELEITO
1,MG,43672,CONSELHEIRO PENA,89,Prefeito,ALARICO JUNIOR FERREIRA NASCIMENTO,ALARICO JUNIOR,PDT,Partido Democrático Trabalhista,PDT,166,166,NÃO ELEITO
1,SP,68870,PIRASSUNUNGA,96,Prefeito,TIAGO ALBERTO FREITAS VARISI,TIAGO VARISI,PSB,Partido Socialista Brasileiro,PSB,3594,3594,NÃO ELEITO
1,PA,4006,GOIANÉSIA DO PARÁ,103,Prefeito,JOSÉ ZAVARIZE NETO,NETO ZAVARIZE,PP,PROGRESSISTAS,PP,2854,2854,NÃO ELEITO
1,TO,73210,CENTENÁRIO,33,Prefeito,MIGUEL FERREIRA DIAS,DR MIGUEL,PSB,Partido Socialista Brasileiro,PSB,31,31,NÃO ELEITO
1,CE,13897,FORTALEZA,117,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,507,507,NÃO ELEITO
1,CE,13897,FORTALEZA,113,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,1096,1096,NÃO ELEITO
1,CE,13897,FORTALEZA,115,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,799,799,NÃO ELEITO
1,CE,13897,FORTALEZA,112,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,1390,1390,NÃO ELEITO
1,CE,13897,FORTALEZA,93,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,471,471,NÃO ELEITO
1,CE,13897,FORTALEZA,82,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,733,733,NÃO ELEITO
1,CE,13897,FORTALEZA,116,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,592,592,NÃO ELEITO
1,CE,13897,FORTALEZA,94,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,640,640,NÃO ELEITO
1,CE,13897,FORTALEZA,114,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,656,656,NÃO ELEITO
1,CE,13897,FORTALEZA,2,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,794,794,NÃO ELEITO
1,CE,13897,FORTALEZA,83,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,714,714,NÃO ELEITO
1,CE,13897,FORTALEZA,1,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,1588,1588,NÃO ELEITO
1,CE,13897,FORTALEZA,85,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,588,588,NÃO ELEITO
1,CE,13897,FORTALEZA,95,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,521,521,NÃO ELEITO
1,CE,13897,FORTALEZA,3,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,1776,1776,NÃO ELEITO
1,CE,13897,FORTALEZA,80,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,1294,1294,NÃO ELEITO
1,CE,13897,FORTALEZA,118,Prefeito,LUIS EDUARDO GRANGEIRO GIRÃO,EDUARDO GIRÃO,NOVO,Partido Novo,NOVO,719,719,NÃO ELEITO
1,RS,87785,SÃO MARTINHO DA SERRA,41,Prefeito,GILSON DE ALMEIDA,GILSON DE ALMEIDA,PP,PROGRESSISTAS,PP,901,901,NÃO ELEITO
1,GO,94471,MAIRIPOTABA,25,Prefeito,ADEMIR ANTONIO DE SOUSA,ADEMIR,PP,PROGRESSISTAS,PP,1064,1064,NÃO ELEITO
1,MA,7072,ALTAMIRA DO MARANHÃO,49,Prefeito,ILEILDA MORAIS DA SILVA CUTRIM,ILEILDA DO QUEIJO,UNIÃO,União Brasil,UNIÃO,2472,2472,NÃO ELEITO
1,BA,30996,JOÃO DOURADO,199,Prefeito,RITA DE CASSIA AMORIM DO AMARAL,RITA DE DR CELSO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1633,1633,NÃO ELEITO
1,SP,66494,LUCÉLIA,69,Prefeito,SIDNEY CAMARGO CAMPAGNONE FRANCOZO,SIDNEY CAMPAGNONE,MDB,Movimento Democrático Brasileiro,MDB,247,247,NÃO ELEITO
1,MT,91090,VILA BELA DA SANTÍSSIMA TRINDADE,25,Prefeito,ANTONIO COELHO FILHO,TONINHO FORTT,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS,1156,1156,NÃO ELEITO
1,SP,67393,MORRO AGUDO,336,Prefeito,POLIANA PENACHIOTTI BARBETI,POLIANA BARBETI,SOLIDARIEDADE,Solidariedade,SOLIDARIEDADE,3279,3279,NÃO ELEITO
1,SP,67113,MOCOCA,73,Prefeito,RENATA APARECIDA SIQUEIRA,RENATA MOCO,NOVO,Partido Novo,NOVO,2356,2356,NÃO ELEITO
1,MA,8435,NINA RODRIGUES,50,Prefeito,MARIA SÂNGELA COSTA VIANA,SÂNGELA COSTA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE),66,66,NÃO ELEITO
1,PR,79979,JESUÍTAS,120,Prefeito,JOÃO ROMÃO,LUCIVAN BRAGA,CIDADANIA,Cidadania,Federação PSDB CIDADANIA(PSDB/CIDADANIA),157,157,NÃO ELEITO
1,RO,299,ROLIM DE MOURA,29,Prefeito,LUZENIR DA MOTA ALVES,LUZENIR MOTA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),794,794,NÃO ELEITO
1,BA,39659,VITÓRIA DA CONQUISTA,41,Prefeito,MARCOS ADRIANO CARDOSO DE OLIVEIRA,DR MARCOS ADRIANO,AVANTE,AVANTE,AVANTE,3084,3084,NÃO ELEITO
1,BA,39659,VITÓRIA DA CONQUISTA,39,Prefeito,MARCOS ADRIANO CARDOSO DE OLIVEIRA,DR MARCOS ADRIANO,AVANTE,AVANTE,AVANTE,2464,2464,NÃO ELEITO
1,BA,39659,VITÓRIA DA CONQUISTA,40,Prefeito,MARCOS ADRIANO CARDOSO DE OLIVEIRA,DR MARCOS ADRIANO,AVANTE,AVANTE,AVANTE,964,964,NÃO ELEITO
1,MG,41629,SÃO JOAQUIM DE BICAS,41,Prefeito,EMERSON MARTINS DA SILVA,EMERSON BIGODE,PRD,Partido Renovação Democrática,PRD,332,332,NÃO ELEITO
