"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2021";"Emenda Individual - Transferências Especiais";"HUMBERTO COSTA";"0014";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202128850014";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"REGINALDO LOPES";"0015";"MINAS NOVAS - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202014110015";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ELMAR NASCIMENTO";"0002";"VÁRZEA NOVA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230910002";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CHRISTIANE DE SOUZA YARED";"0001";"PÉROLA D'OESTE - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330730001";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"TIAGO DIMAS";"0018";"PIRAQUÊ - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340710018";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"REGINALDO LOPES";"0006";"MUTUM - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202014110006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"GIACOBO";"0022";"LOANDA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202219680022";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0006";"BREJO DE AREIA - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423880006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0010";"ARIQUEMES - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202226330010";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ABILIO SANTANA";"0001";"CONCEIÇÃO DO ALMEIDA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202238950001";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"CLARISSA GAROTINHO";"0013";"CAMBUCI - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230750013";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências Especiais";"JAYME CAMPOS";"0003";"BARRA DO BUGRES - MT";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202423760003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"DAVID SOARES";"0006";"AMPARO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139550006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"EVANDRO ROMAN";"0021";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130950021";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"DIMAS FABIANO";"0004";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202127550004";"500.000,00";"220.000,00";"220.000,00";"560.000,00";"0,00";"280.000,00";
"2022";"Emenda Individual - Transferências Especiais";"CID GOMES";"0015";"PIRES FERREIRA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240810015";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"GIACOBO";"0019";"SALGADO FILHO - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202219680019";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências Especiais";"DR. DANIEL SORANZ";"0003";"RIO DAS FLORES - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443380003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0001";"NOVA COLINAS - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202123880001";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERTO DUARTE";"0010";"MÂNCIO LIMA - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444630010";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ROGERIO PENINHA MENDONCA";"0001";"ATALANTA - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202328560001";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PAULO EDUARDO MARTINS";"0017";"CORBÉLIA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338360017";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"BOSCO SARAIVA";"0015";"BENJAMIN CONSTANT - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202039230015";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"OTTO ALENCAR";"0003";"BONITO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202137950003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MAURO BENEVIDES FILHO";"0006";"CARIRIAÇU - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240460006";"500.012,00";"0,00";"0,00";"500.012,00";"0,00";"500.012,00";
"2024";"Emenda Individual - Transferências Especiais";"ZE HAROLDO CATHEDRAL";"0007";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444920007";"500.014,00";"500.014,00";"500.014,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PEDRO CUNHA LIMA";"0006";"SÃO SEBASTIÃO DE LAGOA DE ROÇA - PB";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337390006";"500.604,00";"500.604,00";"500.604,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"AUREA CAROLINA";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239160001";"507.836,00";"51.833,00";"51.833,00";"456.003,00";"0,00";"456.003,00";
"2022";"Emenda Individual - Transferências Especiais";"MAURO NAZIF";"0015";"SERINGUEIRAS - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202224210015";"518.680,00";"0,00";"0,00";"518.680,00";"0,00";"518.680,00";
"2023";"Emenda Individual - Transferências Especiais";"MARCIO MARINHO";"0008";"FEIRA DE SANTANA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202326010008";"540.000,00";"540.000,00";"540.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DUDA SALABERT";"0023";"UBERABA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443660023";"550.000,00";"550.000,00";"550.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0013";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443940013";"550.000,00";"550.000,00";"550.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ELMAR NASCIMENTO";"0001";"ITUBERÁ - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230910001";"550.000,00";"550.000,00";"550.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MAURO NAZIF";"0006";"COSTA MARQUES - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202224210006";"550.000,00";"550.000,00";"550.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"DR. LUIZ OVANDO";"0008";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239640008";"550.000,00";"0,00";"0,00";"550.000,00";"0,00";"550.000,00";
"2022";"Emenda Individual - Transferências Especiais";"GILBERTO NASCIMENTO";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202215680005";"550.000,00";"550.000,00";"550.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0022";"TRÊS RIOS - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240750022";"550.000,00";"0,00";"0,00";"550.000,00";"0,00";"550.000,00";
"2023";"Emenda Individual - Transferências Especiais";"MAURO LOPES";"0009";"PERDÕES - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202332970009";"550.000,00";"550.000,00";"550.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"TABATA AMARAL";"0010";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341320010";"550.362,00";"550.362,00";"550.362,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO ANTONIO FURTADO";"0007";"VOLTA REDONDA - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339560007";"560.000,00";"560.000,00";"560.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NEREU CRISPIM";"0003";"BOA VISTA DAS MISSÕES - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341210003";"570.223,00";"570.223,00";"570.223,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CARLOS GOMES";"0006";"CHARQUEADAS - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330670006";"570.223,00";"570.223,00";"570.223,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JOSE NUNES";"0014";"TEOFILÂNDIA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327450014";"570.223,00";"570.223,00";"570.223,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CARLOS GOMES";"0010";"MARIANO MORO - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330670010";"570.223,00";"570.223,00";"570.223,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"OSIRES DAMASO";"0010";"NOVA ROSALÂNDIA - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341220010";"574.211,00";"574.211,00";"574.211,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"CAPITAO ALBERTO NETO";"0007";"NHAMUNDÁ - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239260007";"574.682,00";"0,00";"0,00";"574.682,00";"0,00";"574.682,00";
"2023";"Emenda Individual - Transferências Especiais";"CHRIS TONIETTO";"0007";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339420007";"580.891,00";"580.891,00";"580.891,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PROFESSORA MARCIVANIA";"0003";"MACAPÁ - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202226750003";"590.000,00";"0,00";"0,00";"590.000,00";"0,00";"590.000,00";
"2023";"Emenda Individual - Transferências Especiais";"FLAVIO BOLSONARO";"0015";"RESENDE - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202392190015";"598.692,00";"598.692,00";"598.692,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"MARCELO CALERO";"0014";"ARMAÇÃO DOS BÚZIOS - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140390014";"599.260,00";"599.260,00";"599.260,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0007";"SANTA LUZIA D'OESTE - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202126330007";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"EMIDINHO MADEIRA";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139760002";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERTO DUARTE";"0003";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444630003";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0002";"CRUZEIRO DO SUL - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330360002";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0002";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130360002";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"AFONSO FLORENCE";"0021";"REMANSO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202428710021";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"LUIS TIBE";"0004";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202027620004";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CAPITAO ALDEN";"0023";"TABOCAS DO BREJO VELHO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443190023";"600.000,00";"600.000,00";"600.000,00";"0,00";"0,00";"0,00";
