"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2023";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0007";"ARIQUEMES - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202326330007";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JERONIMO GOERGEN";"0005";"PORTO MAUÁ - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202328640005";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"RODRIGO PACHECO";"0006";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241400006";"500.000,00";"160.000,00";"160.000,00";"340.000,00";"0,00";"340.000,00";
"2023";"Emenda Individual - Transferências Especiais";"TIAGO DIMAS";"0008";"SANTA FÉ DO ARAGUAIA - TO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340710008";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"RANDOLFE RODRIGUES";"0008";"MACAPÁ - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202129190008";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0009";"MONSENHOR GIL - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202212460009";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2021";"Emenda Individual - Transferências Especiais";"GILBERTO NASCIMENTO";"0006";"ITAJOBI - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202115680006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ELMAR NASCIMENTO";"0003";"SANTALUZ - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230910003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"STEFANO AGUIAR";"0008";"RIBEIRÃO DAS NEVES - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202429240008";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"AMARO NETO";"0007";"ESPÍRITO SANTO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139120007";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"FABIO RAMALHO";"0025";"TEÓFILO OTONI - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323680025";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ISMAEL";"0004";"SÃO JOSÉ - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443920004";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERTO DUARTE";"0013";"CRUZEIRO DO SUL - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444630013";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"JORGE BRAZ";"0010";"MIRACEMA - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202041520010";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"VICENTINHO JUNIOR";"0013";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202437750013";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"NICOLETTI";"0006";"ALTO ALEGRE - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241640006";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2023";"Emenda Individual - Transferências Especiais";"ABILIO SANTANA";"0011";"LAJEDO DO TABOCAL - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338950011";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ZE SILVA";"0014";"ATALÉIA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202227690014";"500.000,00";"250.000,00";"250.000,00";"250.000,00";"0,00";"250.000,00";
"2020";"Emenda Individual - Transferências Especiais";"PEDRO UCZAI";"0020";"ARATIBA - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202028550020";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"FERNANDO COELHO FILHO";"0005";"PETROLINA - PE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202123920005";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JERONIMO GOERGEN";"0009";"BOA VISTA DO BURICÁ - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202328640009";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO AUGUSTO BEZERRA";"0004";"PARACURU - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240550004";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CAPITAO ALDEN";"0022";"JUSSARI - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443190022";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JEFFERSON CAMPOS";"0015";"CORDEIRÓPOLIS - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202215810015";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"HELIO LOPES";"0012";"NOVA IGUAÇU - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441020012";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"CLEBER VERDE";"0006";"GOVERNADOR EUGÊNIO BARROS - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202123880006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ROGERIO PENINHA MENDONCA";"0015";"RIO DO SUL - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202328560015";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"CAPITAO ALDEN";"0002";"MUNDO NOVO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443190002";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"ABILIO SANTANA";"0005";"MUCURI - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202238950005";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0005";"SÃO FELIPE D'OESTE - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202226330005";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2020";"Emenda Individual - Transferências Especiais";"DAGOBERTO NOGUEIRA";"0011";"CAARAPÓ - MS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202021700011";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"NICOLETTI";"0005";"RORAINÓPOLIS - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241640005";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"DR. LUIZ OVANDO";"0004";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239640004";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2021";"Emenda Individual - Transferências Especiais";"EVANDRO ROMAN";"0006";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130950006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0004";"UMUARAMA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480004";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0015";"SERRINHA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141280015";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERIO MONTEIRO";"0024";"JAGUARIBARA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202491620024";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PEDRO CUNHA LIMA";"0009";"MONTADAS - PB";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337390009";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ACIR GURGACZ";"0012";"MACHADINHO D'OESTE - RO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202326330012";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"LEILA BARROS";"0014";"DISTRITO FEDERAL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202040820014";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"OTTO ALENCAR";"0012";"IPECAETÁ - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237950012";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências Especiais";"DELEGADO MATHEUS LAIOLA";"0005";"CASCAVEL - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443480005";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"JOAQUIM PASSARINHO";"0013";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202436920013";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"DAVID SOARES";"0005";"ARAÇOIABA DA SERRA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139550005";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"HIRAN GONCALVES";"0003";"NORMANDIA - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202233960003";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ROBERIO MONTEIRO";"0015";"IRACEMA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202291620015";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2022";"Emenda Individual - Transferências Especiais";"COVATTI FILHO";"0002";"ALVORADA - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230770002";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2020";"Emenda Individual - Transferências Especiais";"DAGOBERTO NOGUEIRA";"0003";"ARAL MOREIRA - MS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202021700003";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JOSE ANIBAL";"0021";"TATUÍ - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202210480021";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2023";"Emenda Individual - Transferências Especiais";"OSMAR SERRAGLIO";"0008";"NOVA PRATA DO IGUAÇU - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202336500008";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ANDRE FERNANDES";"0002";"GUAIÚBA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443030002";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"EVANDRO ROMAN";"0007";"MARECHAL CÂNDIDO RONDON - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202030950007";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"OTTO ALENCAR";"0006";"IBITIARA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237950006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ALICE PORTUGAL";"0015";"PORTO SEGURO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202313310015";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"MARCON";"0019";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202028670019";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JEFFERSON CAMPOS";"0006";"IGARATÁ - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202115810006";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JEFFERSON CAMPOS";"0016";"UBATUBA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202215810016";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO AUGUSTO BEZERRA";"0001";"IBIAPINA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240550001";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"HUMBERTO COSTA";"0020";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202228850020";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
