municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010
BUENOPOLIS - MG,MG,ZÉ DO FORD,AVANTE,0.3178191489361702,0.0,0.669,84.64,19751.36612021858,5.719898114486056
BUENOS AIRES - PE,PE,HENRIQUE QUEIROZ,PP,0.545859133126935,0.0,0.593,71.89,10396.002498438476,136.96473730344107
BUERAREMA - BA,BA,GEL DA FARMÁCIA,UNIÃO,0.44072190647123344,3377.4655498513916,0.613,76.9,14113.280194542016,67.46708944836897
BUGRE - MG,MG,MARCELIO COSTA,MDB,0.7986425339366516,0.0,0.627,81.26,11768.869091808958,25.00182180835788
BUIQUE - PE,PE,TÚLIO MONTEIRO,MDB,0.5512265512265512,2495.345221413901,0.527,59.82,10538.322744111943,38.96688799845709
BUJARI - AC,AC,PADEIRO,PDT,0.4979359589423184,0.0,0.589,75.26,23289.463497716188,4.257632654573809
BUJARU - PA,PA,MIGUEL JÚNIOR,MDB,0.6315650984106936,3748.993150965837,0.552,85.43,22012.467702907765,24.50909013776719
BURI - SP,SP,PROFESSOR GERMANO PESCHEL,PP,0.5913177498073465,1382.716049382716,0.667,90.69,33784.1975308642,16.915469930138606
BURITAMA - SP,SP,DOUTOR TIAGO,PP,0.5024807860686837,0.0,0.763,91.28999999999999,36465.13654851831,52.60914799154367
BURITI - MA,MA,ANDRE GAUCHO,REPUBLICANOS,0.43132477938389907,0.0,0.548,69.73,9364.830722587163,20.11218446999557
BURITI ALEGRE - GO,GO,GARIBALDO NETO,PL,0.4961644676281068,0.0,0.71,90.03,44565.69795140543,11.629236968847668
BURITI BRAVO - MA,MA,LUCIANA LEOCADIO,MDB,0.5231917416474855,0.0,0.59,69.58,10630.59452237809,14.19563643815392
BURITI DE GOIAS - GO,GO,DRA. ÁTILA,UNIÃO,0.7595682041216879,54941.178623718886,0.687,86.2,20833.089311859443,13.480203982631089
BURITI DO TOCANTINS - TO,TO,LUCILENE BRITO,REPUBLICANOS,0.748098515030786,0.0,0.627,77.64,15682.64286407296,40.818170701427306
BURITI DOS LOPES - PI,PI,LAURA ROSA,PP,0.5792265810414631,37253.485295614126,0.565,70.37,10926.37631016587,28.45319928866268
BURITI DOS MONTES - PI,PI,OLAVO JÚNIOR,MDB,0.9506255212677232,14796.879203658864,0.574,67.71000000000001,9374.49556093624,3.0498797503788477
BURITICUPU - MA,MA,JOÃO CARLOS,PP,0.5823268568761305,0.0,0.556,73.1,13480.098740517848,21.806441280733328
