municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010
SERRINHA - RN,RN,KAUANNY TERTO,MDB,1.0,0.0,0.592,68.38,11171.379738968304,33.25181549578787
SERRINHA DOS PINTOS - RN,RN,ROSÂNIA,UNIÃO,1.0,5365.958360163125,0.598,73.73,10686.19875509766,38.10032388948692
SERRITA - PE,PE,ALEUDO BENEDITO,MDB,0.5579163308667302,0.0,0.595,73.75,8851.156148734004,11.86389384825079
SERRO - MG,MG,NONDAS MIRANDA,PL,0.6884659969088099,0.0,0.656,81.32,13321.793002915452,18.022729721174564
SERROLANDIA - BA,BA,GILDO MOTA,PC do B,0.5984321519266865,0.0,0.59,77.39,8883.839520059992,41.40492818012648
SERTANEJA - PR,PR,SAMUEL DO PRADO,PSD,0.6964420893262679,0.0,0.725,90.44,74158.29772079772,11.24456413983275
SERTANIA - PE,PE,POLLYANNA ABREU,PSDB,0.5586760769043563,0.0,0.613,72.82,11197.12901161196,13.550935095478634
SERTANOPOLIS - PR,PR,ANA RUTH SECCO,PL,0.613328241359557,5021.971123666039,0.723,93.22,43366.22724419335,29.96203535132698
SERTAO - RS,RS,HOMERO FOCHESATTO,PL,0.39106392391063927,8121.277747698971,0.751,93.9,96462.91283161884,12.578965870988892
SERTAO SANTANA - RS,RS,RENATO BURCHERT,PDT,0.5502008032128514,5799.078969810677,0.689,92.85,53686.84973563023,23.268557797001375
SERTAOZINHO - PB,PB,RONY VIEIRA,PSB,0.5808908377567505,0.0,0.621,71.57,10818.361693707951,155.7098354934711
SERTAOZINHO - SP,SP,ZEZINHO GIMENEZ,MDB,0.8569891669779603,803.8648561318338,0.761,94.63,56026.40144380433,314.459273723234
SETE BARRAS - SP,SP,ITALO COSTA,PL,0.5221320062860136,0.0,0.673,89.52,29785.54595443833,11.98057223232979
SETE QUEDAS - MS,MS,ERLON DANELUZ,PSDB,0.6674008810572687,0.0,0.614,81.6,34989.35783154448,11.60981161593183
SETUBINHA - MG,MG,NECO ALECRIM,MOBILIZA,0.6081398765794886,0.0,0.542,67.75,12371.281637592014,18.553435828254027
SEVERIANO DE ALMEIDA - RS,RS,JAIR KAMMLER,MDB,0.5369191597708466,13211.978860833822,0.752,93.85,43867.29301233118,20.341252081695608
SEVERIANO MELO - RN,RN,JACINTO CARVALHO,UNIÃO,0.548868560423688,4556.22380171314,0.604,71.76,11499.908875523966,34.73526449501231
SEVERINIA - SP,SP,GUILHERME SECCHIERI,UNIÃO,0.5655068728522337,13721.1855104281,0.715,89.17,18654.77497255763,103.98640907414492
SIDEROPOLIS - SC,SC,FRANQUI SALVARO,PSD,0.5828341251807477,0.0,0.774,95.66,49546.52180253755,52.35276762414688
SIDROLANDIA - MS,MS,RODRIGO BASSO,PL,0.6127232560751863,0.0,0.686,91.16,68066.76853856276,8.265208160061427
SIGEFREDO PACHECO - PI,PI,PROFESSOR MURILO BANDEIRA,PT,0.533969609443677,0.0,0.581,66.22999999999999,8262.262156448203,9.18518063460752
SILVA JARDIM - RJ,RJ,MAIRA FIGUEIREDO,MDB,0.47574651193115136,0.0,0.654,86.76,28224.24128887224,22.76369779352901
SILVANIA - GO,GO,CARLÃO,UNIÃO,0.5607908793749502,5169.701056417172,0.709,91.49,59139.042481456505,9.46531179987658
SILVANOPOLIS - TO,TO,MATHEUZINHO,PP,0.5469924812030075,0.0,0.675,82.41,47049.530148786216,4.057625144414099
SILVEIRA MARTINS - RS,RS,SADI TOLFO,MDB,0.5578778135048231,0.0,0.742,94.6,42716.96252465483,16.978650778941212
SILVEIRANIA - MG,MG,JULINHO GROSSI,MOBILIZA,0.506498329001114,0.0,0.652,88.66,15131.29573826948,14.786721794858636
SILVEIRAS - SP,SP,EDSON MOTA,PL,0.5908285334514842,0.0,0.678,89.11,14962.65761396702,14.901448766182522
SILVES - AM,AM,PROFESSOR PAULINO GRANA,REPUBLICANOS,0.6830892143808256,0.0,0.632,92.19,15143.351500994895,3.1048572068005384
SILVIANOPOLIS - MG,MG,LÚCIO DA SORVETERIA,PSD,0.4370312904059995,4855.154555753358,0.699,88.22,22909.20860980741,19.79405643552408
SIMAO DIAS - SE,SE,CRISTIANO VIANA MENESES,PT,0.5066768535742758,10843.757339471089,0.604,73.22,18563.76532481563,69.81631888267783
SIMAO PEREIRA - MG,MG,CHICLETE,UNIÃO,0.7911797964568413,6786.562606040041,0.638,89.14,35314.55717678995,21.728649257435023
SIMOES - PI,PI,MAGNO DANTAS,PSD,0.4997533787116504,8267.121951219513,0.575,69.75,30274.843205574914,13.339979535122955
SIMOES FILHO - BA,BA,DEL,UNIÃO,0.5816189333371886,0.0,0.675,92.1,55293.4208573748,568.018637255182
SIMOLANDIA - GO,GO,DONA DETE,UNIÃO,0.5462564102564103,0.0,0.645,82.21000000000001,30184.08220132358,16.57546538633692
SIMONESIA - MG,MG,MARINALVA FERREIRA,PL,0.7885911556797632,1518.987341772152,0.632,83.01,14444.911392405063,40.60002587489746
SIMPLICIO MENDES - PI,PI,MÁRCIO MOURA,PSD,0.7081794785722278,23071.377072819036,0.627,76.3,13181.18240807498,10.193977859598338
SINIMBU - RS,RS,WILSON MOLZ,PSB,0.4664154652686763,3497.3187223128934,0.631,91.99,24886.92002797855,16.81206264427231
SINOP - MT,MT,ROBERTO DORNER,PL,0.6841282040909887,636.7415135091079,0.754,94.93,49023.37605444394,49.19640903674707
SIQUEIRA CAMPOS - PR,PR,GERMANO,PSD,0.4571961349381251,2498.794441278331,0.704,91.2,30976.06417956249,69.83699084706736
SIRINHAEM - PE,PE,MANOEL DA RETIFICA,PODE,0.5104617131874372,0.0,0.597,74.57,19217.33695073944,100.43106713432908
SIRIRI - SE,SE,DAIANE OLIVEIRA,PODE,0.5229516715745712,0.0,0.609,79.31,22560.12254276232,42.66513231857434
SITIO DO MATO - BA,BA,ALFREDINHO MAGALHÃES,UNIÃO,0.4584967995044394,34853.266706443916,0.564,79.11,8949.358591885442,8.23032580793433
SITIO DO QUINTO - BA,BA,BENÉ DO PLANALTO,PSD,0.5783502718033562,0.0,0.533,62.02,6994.584715359101,21.595418716808982
SITIO NOVO - MA,MA,ANTONIO COELHO,MDB,0.6587559330502123,14359.259693100621,0.564,79.05,12975.225489047674,5.48124577905099
SITIO NOVO - RN,RN,ANDREZZA BRASIL,PT,0.6155717761557178,9669.101847872798,0.572,68.78,11556.510528577568,21.799507384095996
SITIO NOVO DO TOCANTINS - TO,TO,DORA FARIAS,UNIÃO,0.7388679245283019,31301.939058171745,0.604,74.14,12267.959372114496,35.26888094518459
SOBRADINHO - BA,BA,CLEIVINHO,PSD,0.7527434041559654,0.0,0.631,81.65,33099.50932286555,18.790926688242397
SOBRADINHO - RS,RS,MANINHO TREVISAN,MDB,0.5621740642021091,4744.833403627162,0.743,93.37,30833.755096302542,110.65881548328656
SOBRADO - PB,PB,LEO MARTINS,MDB,0.5113953830319071,7285.089849441477,0.573,66.7,13678.848955803787,133.17721315430924
SOBRALIA - MG,MG,ROBERTINHO JUNIOR,PSD,0.7811118130132659,3893.322951138797,0.631,80.21000000000001,13115.242359353708,24.86341542332882
SOCORRO - SP,SP,MAURICIO DE OLIVEIRA SANTOS,PSD,0.5469847581179589,1993.9185484272969,0.729,93.16,27920.318030008475,89.36165103061464
SOCORRO DO PIAUI - PI,PI,DR ADERSON FILHO,MDB,0.7657437567861021,6019.898575223376,0.561,72.7,9917.169765757064,5.440552401915104
SOLANEA - PB,PB,JUCIAN JAD,UNIÃO,0.5070082720588235,0.0,0.595,68.78999999999999,13187.3459326212,114.91109510678476
SOLEDADE - PB,PB,MIRANDA NETO,PP,0.5654297890032222,6443.298969072165,0.616,79.92,14567.58304696449,24.149446971473985
SOLEDADE - RS,RS,PAULO CATTANEO,MDB,0.5815713460427498,666.866726684672,0.731,91.1,46853.75612683805,24.68842194564264
SOLEDADE DE MINAS - MG,MG,LÚCIO,PODE,0.4557186234817814,0.0,0.697,91.08,14587.030108676288,28.55326267544032
SOLIDAO - PE,PE,MAYCO DA FARMÁCIA,PSB,1.0,57840.78694817658,0.585,74.03999999999999,10875.431861804223,37.61117588562973
SOLONOPOLE - CE,CE,WEBSTON PINHEIRO,PSD,0.5655439595192916,0.0,0.625,73.78,16683.205896914023,11.83862469975782
SOMBRIO - SC,SC,GISLAINE,MDB,0.5336266499057196,1000.3000900270081,0.728,94.61,30350.07168817312,209.4414096361131
SONORA - MS,MS,CLARICE,MDB,0.59926088462871,0.0,0.681,87.6,60695.57729402039,2.792712194316425
SOORETAMA - ES,ES,FERNANDO CAMILETTI,REPUBLICANOS,0.747012987012987,0.0,0.662,85.41,25187.87261338767,45.14346635965396
SORRISO - MT,MT,ALEI FERNANDES,UNIÃO,0.5132921425958294,451.9365481086455,0.744,95.05,113188.71062502824,11.903315745698407
SOSSEGO - PB,PB,VANUSA DE CARLINHOS,REPUBLICANOS,0.5342170160295932,0.0,0.573,68.66,11575.186846038863,22.742995758394475
SOURE - PA,PA,PAULO VICTOR,MDB,0.5753942881500427,0.0,0.615,90.58,9990.20823004462,8.474041695050602
SOUSA - PB,PB,HELDER CARVALHO,PSB,0.5931249524678682,0.0,0.668,77.47,19603.75563121664,92.3679798653418
SOUTO SOARES - BA,BA,DR LUCAS,PT,0.6952128115098056,0.0,0.592,79.26,7974.316875806262,16.610034228143427
SUCUPIRA DO NORTE - MA,MA,MARCONY,MDB,0.6904896688366827,0.0,0.579,74.14,12330.240281304945,9.525447029224283
SUCUPIRA DO RIACHAO - MA,MA,WALTER AZEVEDO,UNIÃO,0.5434412265758092,10030.090270812438,0.568,67.00999999999999,9630.892678034104,5.778054060265902
SUD MENNUCCI - SP,SP,LIÓ NETO,REPUBLICANOS,0.5464861636472228,20394.289598912306,0.747,90.53,30833.990482664853,12.363331413711816
SUL BRASIL - SC,SC,VANDERLEI GALLINA,REPUBLICANOS,0.39568345323741005,0.0,0.707,86.51,29444.209039548023,25.0655439837377
SULINA - PR,PR,GILBERTO ROSSI,PSD,0.5736581652074609,15988.372093023256,0.693,91.59,46085.17441860465,18.603056826646327
SUME - PB,PB,MANEZINHO LOURENÇO,MDB,0.5335190666898834,0.0,0.627,74.51,11702.027263194686,20.59974456756993
SUMIDOURO - RJ,RJ,GALILEU,PL,0.5104166666666666,0.0,0.611,84.0,39466.46060765487,36.799312129110135
SURUBIM - PE,PE,CHAPARRAL,UNIÃO,0.4713495885245484,0.0,0.635,75.13,14278.82096069869,253.5356773388553
SUSSUAPARA - PI,PI,DR NAERTON MOURA,MDB,0.8666666666666667,12861.736334405145,0.586,69.64,12361.414790996783,30.30057307548719
SUZANAPOLIS - SP,SP,GERSO OLIVEIRA,PSDB,0.6781115879828327,0.0,0.699,87.65,100346.53755868544,10.30118914144954
TABAI - RS,RS,ANDERSON VARGAS,PT,0.41413013124825465,0.0,0.701,91.98,31850.481954718674,47.08551969475749
TABAPORA - MT,MT,CARLÃO BORCHARDT,PL,0.5364523061663085,0.0,0.695,91.91,134429.61906701975,1.1634884080458368
TABAPUA - SP,SP,SILVIO SARTORELLO,PSD,0.6130222944042522,2207.8954340722426,0.735,92.19,25358.73885012806,32.781143996190174
TABATINGA - AM,AM,PLINIO CRUZ,REPUBLICANOS,0.48802482303888295,0.0,0.616,85.62,11353.963213707986,20.482146366418327
TABATINGA - SP,SP,VALTER CAMARGO,PSD,0.522153738806838,0.0,0.704,90.46000000000001,23049.83411199133,40.062818134153176
TABIRA - PE,PE,FLÁVIO MARQUES,PT,0.5181722045973173,0.0,0.605,76.91,11376.14248040172,70.90464100873166
TABOCAO - TO,TO,ZIM DA AGRONORTE,PDT,0.5529279279279279,0.0,,,67408.97250361794,5.536807874997832
TABOCAS DO BREJO VELHO - BA,BA,FLAVIO FOGÃO GOIANO,PSD,0.6002191671647739,0.0,0.584,70.49,22398.948159278734,8.340952379822
TABOLEIRO GRANDE - RN,RN,KLEBINHA,PSD,0.8001611603545528,0.0,0.612,76.77,13889.221556886228,18.849103876246605
TABULEIRO - MG,MG,AILTON FERRAZ,REPUBLICANOS,0.5068894752272061,0.0,0.681,87.24,16375.435974090682,19.035887171102527
TABULEIRO DO NORTE - CE,CE,RENATA VASCONCELOS,PP,0.526340746360662,11418.504502153204,0.645,77.46000000000001,14700.280568967768,29.240237775759248
TACAIMBO - PE,PE,JOELDA PEREIRA,PSDB,0.5249169435215947,0.0,0.554,63.21,10857.40282428301,60.253463687564825
TACARATU - PE,PE,WASHINGTON,MDB,0.5290177090933209,2091.875156890637,0.573,74.89,10542.130365659776,18.90125726437548
TACIBA - SP,SP,IZIDORO RICCI,PP,0.5890858208955224,0.0,0.723,88.78,29778.274760383385,10.309773173458929
TACIMA - PB,PB,XATÓ,SOLIDARIEDADE,0.5221838286109192,0.0,0.551,69.24,11447.69038701623,32.65301537164811
TACURU - MS,MS,ROGÉRIO TORQUETTI,PSDB,1.0,0.0,0.593,80.55,29620.466321243523,5.612300182701307
TAGUAI - SP,SP,EDINHO FUNDÃO,PSD,0.6627906976744186,0.0,0.709,92.63,27107.743310442813,87.14337456891587
TAGUATINGA - TO,TO,PAULO ROBERTO,REPUBLICANOS,0.5326460481099656,0.0,0.634,80.8,22714.510027835277,5.983032146629378
TAIACU - SP,SP,SUELI,MDB,0.6687881198621055,0.0,0.71,89.13,19360.049321824907,52.93546163415597
TAILANDIA - PA,PA,LAURO,MDB,0.5098385000928161,1655.3322389747975,0.588,86.48,17818.575586608364,16.362269451580676
TAIO - SC,SC,ARISTIDES,PSDB,0.525623268698061,0.0,0.761,95.53,46126.761332605136,26.381003723410583
TAIOBEIRAS - MG,MG,DENERVAL,PSDB,0.8736303871439006,635.4009077155824,0.67,82.32,16865.930408472013,27.08557156438081
TAIPAS DO TOCANTINS - TO,TO,MARIA DO SOCORRO ,REPUBLICANOS,0.5498301245753114,24740.227610094014,0.601,73.5,17439.881246907473,1.829086922845216
TAIPU - RN,RN,LOUVADO,PSD,0.5517045454545455,0.0,0.569,65.67,13587.725442129224,32.36357565412897
TAIUVA - SP,SP,MAURO BERSI,PSD,0.59983429991715,0.0,0.76,91.75,21327.27550397068,49.484008566263526
TALISMA - TO,TO,FLÁVIO CRISTO REI,UNIÃO,0.8024966562639322,95684.03908794788,0.654,81.32,59734.52768729642,1.1390680280131205
TAMANDARE - PE,PE,CARRAPICHO,REPUBLICANOS,0.5782834237208205,0.0,0.593,77.05,16800.39047578626,110.21794533139476
TAMARANA - PR,PR,LUZIA SUZUKAWA,PSD,0.7853431774678699,0.0,0.621,84.75,36575.1377603437,20.161356223150108
TAMBAU - SP,SP,LEONARDO SPIGA REAL,REPUBLICANOS,0.5130692092717409,0.0,0.731,94.66,32676.417074877536,38.1351175683872
TAMBOARA - PR,PR,GIOVANE MONTEIRO,PSDB,0.5466823253082795,0.0,0.731,89.06,25886.88524590164,23.721416228281445
TAMBORIL - CE,CE,MARCELO MOTA,PSB,0.5952738617980124,0.0,0.58,67.03,11374.047954866008,12.326069874633031
TAMBORIL DO PIAUI - PI,PI,DR GLAUERT,PODE,0.5439061317183952,0.0,0.501,63.95,10304.51000339098,1.857555047303004
TANABI - SP,SP,XANDÃO,PSB,0.8528461183299255,0.0,0.748,92.98,52387.49257866614,33.80940335506007
TANGARA - RN,RN,AUGUSTO ALVES,PSD,0.5578209620898376,0.0,0.608,73.23,15193.509524885174,39.050074067544166
TANGARA - SC,SC,BITINHA,PL,0.6221973094170403,7982.316099717549,0.737,93.42,73783.61783126612,20.883132372394368
TANGARA DA SERRA - MT,MT,VANDER MASSON,UNIÃO,0.7276040085028849,0.0,0.729,91.88,52476.266982355264,9.145321083865072
TANGUA - RJ,RJ,RODRIGO MEDEIROS,PL,0.8019726497355506,7403.927813163482,0.654,91.08,22342.823135816765,217.32650580642067
TANHACU - BA,BA,VALDEMIR GONDIM,PSD,0.3571941272430669,0.0,0.577,74.08,12062.934399695325,16.43678689173068
TANQUE DO PIAUI - PI,PI,TIEL SALES,PP,0.6185185185185185,60094.99136442142,0.579,71.47,14326.85664939551,5.824883265243915
TANQUE NOVO - BA,BA,DR RICARDO,PP,0.7596608511332138,0.0,0.599,72.19,10661.732136612658,23.52237318072481
TANQUINHO - BA,BA,ZÉ LUIZ,PT,0.5852747909199522,50071.27121938577,0.597,80.42,8641.440974471945,31.655627774787263
TAPARUBA - MG,MG,JOAQUIM DO CIEL,PSDB,0.5496617050067659,0.0,0.645,81.55,14487.74726896959,17.543700513669503
TAPAUA - AM,AM,GAMALIEL ANDRADE,UNIÃO,0.6317536725039422,12778.529516812083,0.502,69.14,12242.665442114394,0.2307298176684049
TAPEJARA - PR,PR,RONALDO VILAS BOAS,SOLIDARIEDADE,0.5098185699039488,0.0,0.703,88.23,31299.199697523472,24.53877633724817
TAPEJARA - RS,RS,EVANIR WOLFF BIG,PP,0.5370396401461907,1221.6475953903164,0.76,96.31,66968.40004886591,103.18946443934584
TAPERA - RS,RS,OSVALDO HENRICH FILHO PREGO,PP,0.5208133205251361,3304.380664652568,0.747,94.82,60448.73489425982,58.78216009030408
TAPEROA - BA,BA,KITTY GUIMARÃES,AVANTE,0.6854406466918549,2771.004211926402,0.566,72.78999999999999,12289.680780314786,39.72144530270016
TAPEROA - PB,PB,GEORGE FARIAS,PSDB,0.5916022099447514,0.0,0.578,71.78,9894.228035257322,22.389917277603068
TAPES - RS,RS,GARCEZ,PP,0.7095195729537367,3402.5178632187817,0.695,93.02,41096.35930588636,18.236192532367745
TAPIRA - MG,MG,MAURA DO BARROSO,MDB,0.5019331362292472,29610.611947547353,0.712,93.35,167372.02525497816,3.492657503654929
TAPIRA - PR,PR,RONALD,PSB,0.42003027245206864,13925.152306353351,0.697,86.1,26707.91993037424,11.767789098161623
TAPIRAI - SP,SP,TODESCO,PSB,0.553594489883771,0.0,0.681,89.05,23153.826913456727,10.592372873807772
TAPIRAMUTA - BA,BA,ROBERTO DO SINDICATO,PC do B,0.5350477924442422,0.0,0.594,76.39,9412.884056138577,22.13560776395504
TAPIRATIBA - SP,SP,RAMON,CIDADANIA,0.9773980154355016,5077.860528097495,0.751,93.72,25489.5903859174,53.3732162246602
TAPURAH - MT,MT,ALVARO GALVAN,PL,0.5999433347499645,0.0,0.714,94.81,139714.68336812806,3.1984200153542437
TAQUARA - RS,RS,PROFESSORA SIRLEI,REPUBLICANOS,0.693086500655308,751.2865782652793,0.727,95.66,29466.81191540513,117.68255269169109
TAQUARACU DE MINAS - MG,MG,MARCILIO BEZERRA,PP,0.7915595544130248,24857.954545454544,0.651,85.78,15606.770833333334,12.815942973975671
TAQUARAL - SP,SP,ARI JACINTO,PL,0.4000989119683482,0.0,0.759,88.99,17893.088965253915,48.78717128399784
TAQUARAL DE GOIAS - GO,GO,LORENA NERI,PDT,0.4531529231554761,0.0,0.716,88.6,22180.576254346743,19.586864563699105
TAQUARANA - AL,AL,GERALDO,MDB,0.5346185397867104,8406.893652795292,0.541,62.05,26839.21815889029,123.75357460258898
TAQUARI - RS,RS,ANDRÉ BRITO,PDT,0.8175831636116768,0.0,0.733,93.55,43419.31899357092,71.93533760220512
TAQUARITINGA - SP,SP,DR FULVIO,MDB,0.2541407080990731,0.0,0.748,92.79,31764.52353616533,87.88096989994796
TAQUARITINGA DO NORTE - PE,PE,GENA LINS,PP,0.4041914562898644,0.0,0.641,77.05,13528.541397153946,52.029052183060045
TAQUARITUBA - SP,SP,ÉDER MIANO,PP,0.5801763668430335,2258.7268993839834,0.701,91.53,40581.1909650924,54.29349834489632
TAQUARIVAI - SP,SP,RUBINHO,PSD,0.4462989840348331,0.0,0.679,90.45,53421.175101803376,29.6851236474322
TAQUARUCU DO SUL - RS,RS,BIBI,PT,0.5275439938791124,22763.706316126965,0.739,91.37,60550.496954151975,40.54016474831762
TAQUARUSSU - MS,MS,CLOVIS DO BANCO,PSDB,0.5718374356038924,0.0,0.651,84.03,50271.72413793104,3.12243432661777
TARABAI - SP,SP,RUBINHO,UNIÃO,0.4656160458452722,0.0,0.726,89.06,25757.34394124847,32.42846994185247
TARAUACA - AC,AC,RODRIGO DAMASCENO,PP,0.45162334659143466,2990.7746106241516,0.539,68.91,16377.573791612029,2.154740096491856
TARRAFAS - CE,CE,ERONILDES,PSB,0.5708359923420548,0.0,0.576,64.49000000000001,11380.26298313189,18.24234473477125
TARTARUGALZINHO - AP,AP,BRUNO MINEIRO,UNIÃO,0.7298644986449865,46473.619157976056,0.592,83.3,20234.68520664349,1.936690841623282
TARUMA - SP,SP,ADRIANA RONCADA,PSD,0.49806451612903224,0.0,0.753,91.4,60276.575729068674,49.12024204665176
TARUMIRIM - MG,MG,MARQUIM DO ZÉ NENEM,PRD,0.5449264136328428,0.0,0.633,82.02,12804.473451628255,20.09892296570457
TASSO FRAGOSO - MA,MA,KELSON,REPUBLICANOS,0.58767252195734,0.0,0.599,82.2,265341.00654479803,2.028568576948964
TATUI - SP,SP,PROFESSOR MIGUEL,PSD,0.4185531160507296,0.0,0.752,95.75,40956.19725355408,236.5884645886217
TAUA - CE,CE,PATRÍCIA AGUIAR,PSD,0.7003089872675936,52701.78842667451,0.633,72.66,11626.177993368938,15.268624739306576
TAVARES - PB,PB,CÔCO DE ODÁLIO,PSB,0.5593256059009484,0.0,0.586,69.05,9921.282178568896,58.91315599042934
TAVARES - RS,RS,PRETINHO,PP,1.0,11511.895625479663,0.656,85.62,23839.79278587874,8.5382937355964
TEFE - AM,AM,NICSON MARREIRA,UNIÃO,0.8870591890632282,1696.778835059523,0.639,85.78999999999999,14909.826385589597,3.109184134729333
TEIXEIRA - PB,PB,WENCESLAU SOUZA MARQUES,PSB,0.6584628219835228,0.0,0.605,76.03,11556.626341330051,94.01511818581514
TEIXEIRA DE FREITAS - BA,BA,DOUTOR MARCELO BELITARDO,UNIÃO,0.6426633165829145,0.0,0.685,85.35,19804.06429043632,124.58551275073964
TEIXEIRA SOARES - PR,PR,IVANOR MULLER,PP,0.5311371841155235,2618.6236514088196,0.671,94.5,64567.61286267937,9.637098222763171
TEIXEIRAS - MG,MG,NIVALDO DO BOTAFOGO,PC do B,0.6742746145441302,0.0,0.675,89.85,15611.750305997552,73.52081338364766
TEIXEIROPOLIS - RO,RO,OSMY TOLEDO,MDB,0.49315494710640945,0.0,0.643,87.03999999999999,28501.17481203008,9.22918581684755
TEJUCUOCA - CE,CE,BRITINHO,REPUBLICANOS,0.7833029529711995,0.0,0.584,72.22,7985.775912323656,22.5995122832778
TEJUPA - SP,SP,VALTINHO BORANELLI,PSDB,0.6598360655737705,0.0,0.668,84.95,33466.44051369033,13.943555808161143
TELEMACO BORBA - PR,PR,RITA,PSD,0.4037885826365232,0.0,0.734,92.65,65477.77244742944,48.17268569224846
TELHA - SE,SE,LUCAS DE FLÁVIO,PSD,0.7136120716755737,0.0,0.604,72.67,13476.175931582162,63.50430702175758
TENENTE ANANIAS - RN,RN,DAYANE,PL,0.6023890784982935,11693.626973299552,0.592,73.65,11068.797505359578,45.95768730828827
TENENTE LAURENTINO CRUZ - RN,RN,INACIO MACEDO,PP,0.791319596668128,22916.313019860805,0.623,78.03999999999999,18211.848582583603,85.83111845703796
TENENTE PORTELA - RS,RS,SALA,PSDB,0.5242685025817556,1379.595778436918,0.708,91.38,39953.99048078913,42.94923724695048
TENORIO - PB,PB,MANOEL VASCONCELOS,REPUBLICANOS,1.0,56630.20903573837,0.581,70.91,11624.409979770737,33.939350098224686
TEODORO SAMPAIO - BA,BA,JOÃO PAULO,AVANTE,0.5236080555085463,0.0,0.594,77.05,24944.444444444445,29.05991793894181
TEODORO SAMPAIO - SP,SP,JUNINHO POCEIRO,UNIÃO,0.5918010343778521,901.9979254047715,0.741,90.83,28278.89775853516,14.244785357577095
TEOFILANDIA - BA,BA,HIGO MOURA,PSB,0.5929050549754512,0.0,0.566,75.06,9027.436720816018,60.2578044295106
TEOFILO OTONI - MG,MG,MARINHO,PL,0.5151821862348178,0.0,0.701,87.08,21479.500502117626,42.38526786578541
TEOLANDIA - BA,BA,ROSA,AVANTE,0.5634674922600619,0.0,0.555,69.2,14138.14244716932,52.9318031449434
TEOTONIO VILELA - AL,AL,PEU PEREIRA,PP,0.7719336439238907,2365.122329382703,0.564,71.13,35678.50103802591,127.31228524792036
TERENOS - MS,MS,HENRIQUE,PSDB,0.5369035671927744,8497.620666213461,0.658,91.83,43120.94946748244,5.699921811225102
TERESINA DE GOIAS - GO,GO,MANO,UNIÃO,0.5314852840520191,40788.596815994075,0.661,83.84,14484.265087004813,3.437779331948912
TERESOPOLIS - RJ,RJ,LEONARDO VASCONCELLOS,UNIÃO,0.280886846742355,0.0,0.73,93.52,35875.96518958594,213.51068578697704
TEREZINHA - PE,PE,ARNOBIO GOMES,REPUBLICANOS,0.5078543707262982,10156.210655611852,0.545,62.85,11610.317825886688,42.99667364965782
TEREZOPOLIS DE GOIAS - GO,GO,FHELIPE DO BILL,PP,0.5064362546288133,0.0,0.685,87.36,26569.48640483384,73.8189385607848
TERRA ALTA - PA,PA,MICHEL PESSOA,REPUBLICANOS,0.5066399854466073,0.0,0.605,90.37,7985.192307692308,50.73888072711393
TERRA BOA - PR,PR,VALTINHO,PSD,0.8276460381723539,0.0,0.728,91.33,32414.44672131148,51.81028727529627
TERRA DE AREIA - RS,RS,OSVALDO MATTOS,MDB,0.6400513067179734,7741.436036384749,0.689,92.74,28192.18114960325,72.56524017619668
TERRA NOVA - BA,BA,EDER DE NILDA,REPUBLICANOS,0.7414982451893986,9260.974254491572,0.578,86.92,15781.07056862382,55.84308439084548
TERRA NOVA - PE,PE,DINHA MORORÓ,AVANTE,0.6182223972692661,17937.219730941702,0.599,79.06,10679.596412556051,28.00399061651392
TERRA NOVA DO NORTE - MT,MT,PASCOAL ALBERTON,MDB,0.6989914662529092,3767.8975131876414,0.698,89.0,47316.126601356445,4.423967459865019
TERRA RICA - PR,PR,AGNALDO,PP,0.33307253828098804,19539.14566769977,0.71,89.26,25346.247136504517,19.902880421775208
TERRA ROXA - PR,PR,IVAN REIS,PP,0.38170286373246204,15177.438048457421,0.714,89.95,49317.23605055467,21.012999646104348
TERRA ROXA - SP,SP,RAFAEL,PSD,0.441725812476653,0.0,0.749,92.72,22132.464574898782,35.7325209408272
TERRA SANTA - PA,PA,SIQUEIRA FONSECA,REPUBLICANOS,0.44042092231507274,0.0,0.635,91.53,27661.64412735598,9.905294583451772
TESOURO - MT,MT,ISAACK,PSB,0.7433628318584071,0.0,0.655,88.28999999999999,103399.6694214876,0.7128912646802685
TEUTONIA - RS,RS,RENATO,PSD,0.37619188046790525,0.0,0.747,98.0,48053.297557703445,184.41296590732085
THEOBROMA - RO,RO,GILLIARD GOMES,PSD,0.7329868442423259,0.0,0.589,84.87,31730.062862073217,3.694378131470456
TIANGUA - CE,CE,ALEX NUNES,PSB,0.6649149790651969,2098.0050548425884,0.657,75.98,21258.4349618433,89.58861858543806
TIBAGI - PR,PR,RILDO LEONARDI,MDB,0.6785714285714286,0.0,0.664,87.88,72146.63594008316,6.107583895200076
TIBAU - RN,RN,LIDIANE MARQUES,UNIÃO,0.6029861706033534,0.0,0.635,77.39,21371.9806763285,31.727674375317527
TIBAU DO SUL - RN,RN,VALDENÍCIO COSTA,PL,0.6691096634093376,3840.014176856282,0.645,78.52,24563.35282651072,163.9574524123561
TIETE - SP,SP,JUNIOR REGONHA,PL,0.46942691239585965,3318.9071502535644,0.778,96.31,57308.28664737276,93.17141716235518
TIGRINHOS - SC,SC,SIDNEI,PSD,0.48023822414726586,0.0,0.717,89.74,28144.26792614856,40.87052207442019
