municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010,cluster_0,cluster_1,cluster_2,cluster_3
CHAPADAO DO SUL - MS,MS,WALTER SCHLATTER,PP,0.6641293407146452,645.3070048075372,0.754,95.39,78409.5440906011,8.554894882436288,False,False,True,False
CHAPADINHA - MA,MA,BELEZINHA,PL,0.8764820213799805,2088.811343474308,0.604,74.58,10990.94438846976,25.047357228107963,True,False,False,False
CHARQUEADA - SP,SP,RODRIGO ARRUDA,PSD,0.83158216872386,0.0,0.736,92.97,33158.86707434824,88.38314217454773,False,False,True,False
CHARQUEADAS - RS,RS,RICARDO VARGAS,REPUBLICANOS,0.4835749296068412,3338.8980920827144,0.747,95.37,49610.81914772078,161.10763108305844,False,False,True,False
CHARRUA - RS,RS,GERSO RONCAGLIO,PP,0.5107480653482374,9031.791907514453,0.62,86.91,53956.28612716763,13.923068493874911,False,False,True,False
CHAVAL - CE,CE,CARLIN GOMES,PSB,0.6437492967255541,4012.1970791205263,0.586,67.53,8852.351147488365,52.68933080755571,True,False,False,False
CHAVANTES - SP,SP,FILIPE,PL,0.4856364017613755,0.0,0.729,91.2,21811.89091802473,64.69150259795444,False,False,True,False
CHAVES - PA,PA,PASTOR ZEQUINHA,PSD,0.4714770047169811,0.0,0.453,72.93,11960.78431372549,1.6561960452395497,True,False,False,False
CHIADOR - MG,MG,ITIBERE,PSDB,0.6419198895027625,0.0,0.711,88.73,13304.642857142857,11.0798752154144,False,False,True,False
CHIAPETTA - RS,RS,OSMAR KUHN,PP,0.5583801359739876,40358.01175568617,0.732,93.74,99370.04855609506,9.849389599730696,False,False,True,False
CHOPINZINHO - PR,PR,ÁLVARO SCOLARO,PL,0.5783283675709582,2371.3540431586434,0.74,91.87,43126.77258714726,19.59223586263157,False,False,True,False
CHORO - CE,CE,BEBETO QUEIROZ,PSB,0.6110315186246418,6604.474531495088,0.585,67.57,14776.60364897218,14.857095712541309,True,False,False,False
CHOROZINHO - CE,CE,CÉLIA MARINHO ,REPUBLICANOS,0.660184950595389,0.0,0.604,71.28,12908.446163765311,67.9846024121135,True,False,False,False
CHORROCHO - BA,BA,DILAN OLIVEIRA,PC do B,0.8022918680104929,0.0,0.6,71.62,9972.020039701296,3.5195425951125925,True,False,False,False
CHUI - RS,RS,CARLOS SEGOVIA,PP,0.4794754846066134,12225.88629830725,0.706,98.12,59134.6215266688,30.94904972316608,False,False,True,False
CHUPINGUAIA - RO,RO,DR WESLEY ARAUJO,PP,0.5669410381320342,4673.809523809524,0.652,89.69,50278.09952809953,1.8185395671931064,False,False,True,False
CHUVISCA - RS,RS,MARCINHO,PP,0.5095592140201806,7613.661083315205,0.616,90.26,28222.53643680661,20.874291216856275,False,False,True,False
CIANORTE - PR,PR,MARCO FRANZATO,PSD,0.6277549852113348,2514.8691639317462,0.755,94.42,38224.35147811435,91.63118904284843,False,False,True,False
CICERO DANTAS - BA,BA,VINICIUS DO SAO JOSE,PP,0.5147186741747929,7118.128579286245,0.585,67.11,12944.413886821756,37.70724866645738,True,False,False,False
CIDADE GAUCHA - PR,PR,ALEXANDRE LUCENA,MDB,0.5233751425313569,885.4975146071336,0.718,88.67,37630.06889334612,26.764910971197683,False,False,True,False
CIDADE OCIDENTAL - GO,GO,LULINHA,PP,0.6386514578431665,501.2695195440627,0.717,94.56,10964.181023679535,235.2740186600548,False,False,True,False
CIDELANDIA - MA,MA,EUSTAQUIO SAMPAIO,PSB,0.5309122351923908,0.0,0.6,75.71000000000001,14255.940363410467,8.805927217923477,True,False,False,False
CIDREIRA - RS,RS,BETO DO LITORAL,PODE,0.4901718521846568,878.6831468572433,0.729,96.34,21209.00943119911,70.09593198569613,False,False,True,False
CIPO - BA,BA,MARQUINHOS,PSD,0.7617622610141314,12985.281485780615,0.601,76.17,9018.804410911202,102.31436457721458,True,False,False,False
CIPOTANEA - MG,MG,ROBERTINHO,PP,1.0,17917.935853789644,0.579,87.17,13134.922056979036,36.4266208757964,True,False,False,False
CIRIACO - RS,RS,ODACIR,PT,1.0,19763.798505664014,0.719,92.88,63716.55820679682,15.116368654433018,False,False,True,False
CLARAVAL - MG,MG,ZÉ REINALDO,AVANTE,0.4187226193221121,0.0,0.698,92.0,39076.2129669386,20.457238750318147,False,False,True,False
CLARO DOS POCOES - MG,MG,VANDERLEI,UNIÃO,0.5464989908399317,0.0,0.67,83.15,11684.342729556238,9.951882851204395,False,False,True,False
CLAUDIA - MT,MT,MARCOS TADEU,UNIÃO,0.6477859489907682,0.0,0.699,90.58,111372.4590847493,2.4959791776360207,False,False,True,False
CLAUDIO - MG,MG,ZEZINHO ,MDB,0.5098837905834431,0.0,0.709,95.08,37092.74180178388,47.81775410419149,False,False,True,False
CLEMENTINA - SP,SP,GILSON ,REPUBLICANOS,0.602290950744559,0.0,0.725,90.86,26698.796906330565,41.41977134009482,False,False,True,False
CLEVELANDIA - PR,PR,RAFAELA LOSI,PSD,0.5355337212629973,928.99800928998,0.694,88.61,55608.22826808228,18.68210463416127,False,False,True,False
COARACI - BA,BA,MILTINHO DO AXE,PSD,0.5608249077194671,0.0,0.613,76.45,11023.827381295794,63.11126492436743,True,False,False,False
COARI - AM,AM,ADAIL PINHEIRO,REPUBLICANOS,0.5111586363064536,44514.63690948227,0.586,82.98,47868.443412257846,1.2181731169340846,True,False,False,False
COCAL - PI,PI,DR CRISTIANO BRITTO,REPUBLICANOS,0.5033034953111679,0.0,0.497,64.22999999999999,9668.474408053313,21.80377992729741,True,False,False,False
COCAL DE TELHA - PI,PI,KARYNE DO RODRIGÃO,PSD,1.0,16289.961311341884,0.555,66.6,9562.410914274078,15.803107321191044,True,False,False,False
COCAL DO SUL - SC,SC,ADEMIR MAGAGNIN,PP,0.5302708443972385,870.0696055684455,0.78,97.19,51336.42691415313,242.9626372731057,False,False,True,False
COCAL DOS ALVES - PI,PI,WODSON VIEIRA,PT,0.7009896820383239,2740.36955840902,0.498,63.88,8919.511431255873,19.651030100445134,True,False,False,False
COCALINHO - MT,MT,BACO,UNIÃO,0.5498799388779743,0.0,0.66,84.03,47859.32475884244,0.3755320509562693,False,False,True,False
COCALZINHO DE GOIAS - GO,GO,ALESSANDRO BARCELOS,UNIÃO,0.6815978851520047,0.0,0.657,87.45,17441.597377678285,14.013386063307856,False,False,True,False
COCOS - BA,BA,CLEVYN,PT,0.5675410083906569,0.0,0.596,75.12,29234.55694219623,1.888413773762287,True,False,False,False
CODAJAS - AM,AM,TONHO,UNIÃO,0.6461441035744442,4458.788058940932,0.563,81.28999999999999,22590.980508726487,1.259129094289265,True,False,False,False
CODO - MA,MA,CHIQUINHO FC,PT,0.4848414947604297,0.0,0.595,69.53,14428.23014657624,26.20119787379378,True,False,False,False
COELHO NETO - MA,MA,BRUNO SILVA,PP,0.689459127228027,10562.196936962888,0.564,71.05,11108.622593499447,42.62901071183479,True,False,False,False
COIMBRA - MG,MG,RUSSO,REPUBLICANOS,0.570985401459854,0.0,0.669,89.82,19649.43094000281,66.60977534008362,False,False,True,False
COITE DO NOIA - AL,AL,BUENO HIGINO,PP,0.7393395735829433,0.0,0.533,61.05,19563.737280296024,121.93814841034587,True,False,False,False
COIVARAS - PI,PI,JOÃO MOURÃO,PT,0.5138316656856975,0.0,0.565,68.26,9159.096429438912,8.490684357110286,True,False,False,False
COLARES - PA,PA,MARIA LUCIMAR,MDB,0.4999445983379501,1554.243083618278,0.602,89.64,7846.518495492695,33.46800480341801,True,False,False,False
COLATINA - ES,ES,RENZO VASCONCELOS,PSD,0.3981746173545352,0.0,0.746,92.29,36475.85247390301,85.83529014049174,False,False,True,False
COLIDER - MT,MT,RODRIGO BENASSI,PRD,0.4215793304221252,0.0,0.713,90.01,40465.85910105196,10.082146301147828,False,False,True,False
COLINA - SP,SP,MI,REPUBLICANOS,0.3492790986345842,0.0,0.757,93.8,83396.78675754624,43.79656839580217,False,False,True,False
COLINAS - MA,MA,RENATO SANTOS,MDB,0.6348068316741254,0.0,0.596,70.17,13722.913979561465,20.369546608401283,True,False,False,False
COLINAS - RS,RS,MARCELO,MDB,0.4608120868744098,4127.115146512588,0.765,97.07,35992.158481221624,39.93646686827195,False,False,True,False
COLINAS DO SUL - GO,GO,ONOFRE,REPUBLICANOS,0.5552308591466978,0.0,0.658,84.07,17478.660049627793,2.3607978880224243,False,False,True,False
COLINAS DO TOCANTINS - TO,TO,DR KSARIN KSARIN KSARIN,UNIÃO,0.7335067637877212,0.0,0.701,87.98,25184.441912774226,40.63690610467791,False,False,True,False
COLMEIA - TO,TO,PEDRO CLESIO,REPUBLICANOS,0.5387383974237545,0.0,0.671,81.03,20444.69298736159,7.700506551830761,False,False,True,False
COLNIZA - MT,MT,MILTINHO,UNIÃO,0.7855853144748721,12885.368314833502,0.611,89.22,32954.824186912985,0.9212711911069484,False,False,True,False
COLOMBIA - SP,SP,TUTA,MDB,0.6199170124481328,0.0,0.71,90.05,56300.95036958817,9.099632961845709,False,False,True,False
COLONIA DO GURGUEIA - PI,PI,LISIANE,MDB,0.3914225941422594,0.0,0.628,77.97,11473.008130081302,14.324672977076638,True,False,False,False
COLONIA DO PIAUI - PI,PI,SELINDINHO,PT,0.5684713375796179,3574.4924220760654,0.588,65.11,9738.490134400916,7.349774918832894,True,False,False,False
COLONIA LEOPOLDINA - AL,AL,GILBERTO SOBREIRA,MDB,0.516721254956042,3793.626707132018,0.517,65.41,25124.494183105715,76.09418642169786,True,False,False,False
COLORADO - PR,PR,ROSE CHIQUIM,PSD,0.401478367997681,1873.6897274633125,0.73,91.18,34779.74318658281,50.056516873174736,False,False,True,False
COLORADO - RS,RS,RODRIGO SARTORI,MDB,0.5473532589124955,0.0,0.758,95.55,103792.817679558,11.383243571957362,False,False,True,False
COLORADO DO OESTE - RO,RO,EDINHO DA RÁDIO,PL,0.3661303630363036,6065.249313669156,0.685,87.57,27121.688054651087,10.802136501592306,False,False,True,False
COLUNA - MG,MG,NILSON DO BETO VIEIRA,MDB,0.5692034700315457,6125.199068969741,0.583,79.23,14846.992527257136,23.44340679671551,True,False,False,False
COMBINADO - TO,TO,DIONE DO PASTEL,REPUBLICANOS,0.5851592170610576,25214.444911690494,0.697,81.71000000000001,16089.991589571067,22.770128502944484,False,False,True,False
COMENDADOR GOMES - MG,MG,REGINALDO SILVA,PL,0.5054457442517144,7212.405337179949,0.697,91.29,55827.26289217454,2.662903089941287,False,False,True,False
COMENDADOR LEVY GASPARIAN - RJ,RJ,CLAUDIO MANNARINO,UNIÃO,0.7667689609820254,0.0,0.685,92.64,69096.78526484384,80.43560089408803,False,False,True,False
COMERCINHO - MG,MG,NAUVIN,AVANTE,0.5202300266995277,0.0,0.593,76.26,10229.57957957958,10.17196179718513,True,False,False,False
COMODORO - MT,MT,ROGERIO VILELA,UNIÃO,0.8187790580149585,0.0,0.689,87.26,68989.03388529444,0.8488237820469133,False,False,True,False
CONCEICAO - PB,PB,SAMUEL LACERDA,SOLIDARIEDADE,0.4968209977176394,0.0,0.592,67.28,11446.33077765608,31.45206806852892,True,False,False,False
CONCEICAO DA APARECIDA - MG,MG,TONHÃO,PL,0.5811446789130105,3471.2178189181373,0.691,91.06,26436.89133159773,29.41753792233749,False,False,True,False
CONCEICAO DA BARRA - ES,ES,ERIVAN TAVARES,PSB,0.60029295192142,0.0,0.681,84.77,22109.002840702164,23.199176933392863,False,False,True,False
CONCEICAO DA BARRA DE MINAS - MG,MG,FERNANDO PALUMBO,PSDB,0.5237808549066827,5617.977528089888,0.685,91.72,19307.02247191012,13.046181685375547,False,False,True,False
CONCEICAO DA FEIRA - BA,BA,JOÃO DE FURÃO,PSD,0.8279490764589006,37980.769230769234,0.634,83.97,18079.56730769231,126.02442158730354,True,False,False,False
CONCEICAO DAS ALAGOAS - MG,MG,CELSON PIRES,MDB,0.581629944252721,1057.045206299989,0.712,91.29,46452.45058313661,21.1666510047436,False,False,True,False
CONCEICAO DAS PEDRAS - MG,MG,CARLÃO,PP,0.5398159263705482,41486.29148629149,0.668,90.48,22021.284271284272,27.16162446357733,False,False,True,False
CONCEICAO DE IPANEMA - MG,MG,WILLIAN DO POSTO,PL,0.5269967653645186,0.0,0.676,84.8,18375.14175550012,17.350836647545847,False,False,True,False
CONCEICAO DE MACABU - RJ,RJ,VALMIR LESSA,CIDADANIA,0.6381161007667032,0.0,0.712,90.27,20571.645185746776,62.43528940430039,False,False,True,False
CONCEICAO DO ALMEIDA - BA,BA,RENATA,PSD,0.6203758321395466,21210.586298594404,0.606,79.56,12679.625174116753,55.45467761930136,True,False,False,False
CONCEICAO DO ARAGUAIA - PA,PA,ELIDA ELENA,MDB,0.5007050528789659,8758.735459578187,0.64,85.68,14855.884528318802,7.6527676358126,False,False,True,False
CONCEICAO DO CANINDE - PI,PI,DIOGÃO,PSD,0.5589053803339518,4055.1500405515,0.589,69.84,12255.8799675588,5.981886020293912,True,False,False,False
CONCEICAO DO CASTELO - ES,ES,VALBER VARGAS VALBINHO,PSB,0.5970286615829609,0.0,0.67,87.9,23379.241015330485,32.259401364918205,False,False,True,False
CONCEICAO DO COITE - BA,BA,MARCELO,UNIÃO,0.5989982713532201,1474.382602285293,0.611,80.16,13042.875046074456,66.78277804368791,True,False,False,False
CONCEICAO DO JACUIPE - BA,BA,TANIA YOSHIDA,PSD,0.5544584470139882,2548.997394358219,0.663,87.61,78201.20086099468,306.868599032795,False,False,True,False
CONCEICAO DO LAGO-ACU - MA,MA,PROFESSORA CICI,PL,0.5682421145720743,0.0,0.512,65.12,9871.40462621522,20.56223769995248,True,False,False,False
CONCEICAO DO MATO DENTRO - MG,MG,OTACILINHO,PSB,0.7097642144020392,0.0,0.634,82.13,390754.0474031861,13.468854015312914,False,False,False,True
CONCEICAO DO PARA - MG,MG,WESLEY PITT,REPUBLICANOS,0.533213644524237,0.0,0.7,90.73,91250.6001846722,21.642511719782675,False,False,True,False
CONCEICAO DO RIO VERDE - MG,MG,CRISTIANO CUSTODIO,PP,0.6174981007850089,9169.922653695878,0.665,86.91,27396.37987401324,33.92069418730243,False,False,True,False
CONCEICAO DO TOCANTINS - TO,TO,PAULO ROCHA,PDT,0.5673892554194157,0.0,0.592,76.82,17450.21867764343,1.535990684267084,True,False,False,False
CONCEICAO DOS OUROS - MG,MG,LUIS FERNANDO,MDB,0.5410219737355351,7352.941176470588,0.703,93.15,20691.81985294117,60.29134817241265,False,False,True,False
CONCHAL - SP,SP,JUNIOR CALEFFI,PL,0.5389138077342708,1796.19942350806,0.708,90.37,30578.057720365825,153.71096121551818,False,False,True,False
CONCHAS - SP,SP,PAULO NUNES,PDT,0.3219810795770729,0.0,0.736,94.37,28426.5362394958,32.708998052774874,False,False,True,False
CONCORDIA - SC,SC,MASSOCCO,PL,0.4878249095469579,1102.3197707174877,0.8,95.8,55842.00083286383,102.09771596103094,False,False,True,False
CONCORDIA DO PARA - PA,PA,ELISANGELA CELESTINO,MDB,0.5122591943957968,1116.0299096015774,0.566,79.58,15633.198169710948,38.380039818608566,True,False,False,False
CONDADO - PB,PB,CAIO PAIXÃO,REPUBLICANOS,0.6526781948544917,3100.294527980158,0.594,70.39,14009.145868857542,24.305546791695207,True,False,False,False
CONDADO - PE,PE,ALBINO,PP,0.9729529062367416,0.0,0.602,72.77,10205.189734412494,273.40793151605226,True,False,False,False
CONDE - BA,BA,ANÍSIO MADEIROL,UNIÃO,0.5054408758161314,0.0,0.56,75.91,12214.805106958656,25.37713231687117,True,False,False,False
CONDE - PB,PB,KARLA PIMENTEL,PP,0.6561930783242259,6882.811084948379,0.618,76.81,46621.626516935336,160.90862676666407,True,False,False,False
CONDEUBA - BA,BA,MICAEL DE ODILIO,MDB,0.5596557013806034,0.0,0.582,72.76,10031.43141969155,12.649942595270268,True,False,False,False
CONDOR - RS,RS,RÔMULO TEIXEIRA,MDB,0.5531313131313131,0.0,0.747,94.6,97518.73243833904,13.813190054712363,False,False,True,False
CONEGO MARINHO - MG,MG,VAN MADUREIRA,AVANTE,0.650863800723182,0.0,0.621,81.18,8771.590438026808,4.4933107748883545,True,False,False,False
CONFINS - MG,MG,PEZÃO,PP,0.500337723741979,2721.08843537415,0.747,95.08,66085.98639455783,173.5269437707432,False,False,True,False
CONFRESA - MT,MT,RICARDO BABINKSI,MDB,0.4646146933273422,0.0,0.668,88.48,43640.96935138988,6.045488561835191,False,False,True,False
CONGO - PB,PB,FLAVINHA,MDB,0.6297652379926771,20271.639975674032,0.581,71.46000000000001,12508.412730589906,15.198057119079245,True,False,False,False
CONGONHAL - MG,MG,JUNINHO,REPUBLICANOS,0.500925811628194,1624.108995759271,0.712,90.0,19887.304881349814,54.025805980345,False,False,True,False
CONGONHAS - MG,MG,ANDERSON CABIDO,PSB,0.3600897788015711,0.0,0.753,95.5,77815.1635469843,174.04513964610803,False,False,True,False
CONGONHAS DO NORTE - MG,MG,FABRICIO ENFERMEIRO,PSD,0.8322316650928548,2069.96481059822,0.568,73.6,10204.926516249225,11.9048115311069,True,False,False,False
CONGONHINHAS - PR,PR,DR ZÉCO,PSD,0.5311799850634802,3605.769230769231,0.668,83.09,34331.25,14.011891241500866,False,False,True,False
CONQUISTA - MG,MG,BRAULINHO,MDB,0.3628930817610062,6423.662981774723,0.729,89.66,73220.346579026,10.818957573238714,False,False,True,False
CONSELHEIRO LAFAIETE - MG,MG,LEANDRO CHAGAS,PRD,0.5044510994420742,151.9514363209518,0.761,96.46,23693.3999893634,355.34611742918315,False,False,True,False
CONSELHEIRO MAIRINCK - PR,PR,ZELEI,MDB,0.5216284987277354,0.0,0.707,89.89,44044.206876625256,15.301272102293328,False,False,True,False
CONSELHEIRO PENA - MG,MG,TIA NÁDIA,PMB,0.5873188709272134,0.0,0.662,83.77,18434.40261237034,14.03018565819596,False,False,True,False
CONSTANTINA - RS,RS,CRISTIAN BRATZ,PP,0.5052429478658987,3851.709195955705,0.754,91.74,41631.96918632643,51.04064456769571,False,False,True,False
CONTENDA - PR,PR,MOSTARDA,PL,0.3348378776713338,0.0,0.681,94.94,29151.76704307821,56.901533969255766,False,False,True,False
CONTENDAS DO SINCORA - BA,BA,DIDI,AVANTE,0.5070628348757915,0.0,0.577,73.28999999999999,11718.901453957997,4.433911291091996,True,False,False,False
COQUEIRAL - MG,MG,RENATO CURUJA,PSD,0.5254966887417218,2770.69710739222,0.694,91.66,25952.12235398426,30.44291962547456,False,False,True,False
COQUEIRO SECO - AL,AL,JADIELSON,MDB,0.4882978723404255,51962.01397598997,0.586,71.77,17207.668876545424,140.35349470246305,True,False,False,False
COQUEIROS DO SUL - RS,RS,RAFAEL,PSDB,0.6259243149195303,0.0,0.746,94.91,85999.09543193126,7.972085281670536,False,False,True,False
CORACAO DE JESUS - MG,MG,SAMUEL BARRETO,PL,0.3812284834209096,737.2620877172243,0.642,81.76,10753.47755841904,11.40294473672987,True,False,False,False
CORACAO DE MARIA - BA,BA,KLEY LIMA,AVANTE,0.6711797720303188,32350.5170088416,0.592,79.0,8480.6683650532,70.49719942964248,True,False,False,False
CORBELIA - PR,PR,THIAGO STEFANELLO,PP,0.6690841469084147,2862.0492272467086,0.738,92.34,60916.71436748712,28.58440439326727,False,False,True,False
CORDEIRO - RJ,RJ,LEONAN,PL,0.6290334328793066,808.3529808016167,0.729,94.16,21949.4779386999,183.92771066842607,False,False,True,False
CORDEIROPOLIS - SP,SP,CRISTINA SAAD,UNIÃO,0.514871382636656,0.0,0.758,95.22,167570.61271110387,178.36146128987795,False,False,False,True
CORDEIROS - BA,BA,DEVANI,PDT,0.5177858754121117,0.0,0.579,74.42,9378.47866419295,14.400398616674895,True,False,False,False
CORDILHEIRA ALTA - SC,SC,WILSON LUIZ DA SILVA,MDB,0.6031831669813865,0.0,0.747,95.14,90893.95523948965,57.24467540388007,False,False,True,False
CORDISBURGO - MG,MG,ALDAIR CRISTALEIRO,PSD,0.5038787023977433,0.0,0.656,89.17,19370.21332979992,9.166636490798275,False,False,True,False
CORDISLANDIA - MG,MG,ODAIR,PRD,0.5785280728376327,0.0,0.66,85.92,35553.125,17.7980892084238,False,False,True,False
COREAU - CE,CE,EDEZIO SITONIO,PSB,0.7530484049759822,7111.153534100129,0.61,63.09,10742.61442275569,27.92038814054077,True,False,False,False
COREMAS - PB,PB,EDILSON PEREIRA,PSB,0.5263842437755482,0.0,0.592,66.59,16999.318940271063,39.42631053685726,True,False,False,False
CORGUINHO - MS,MS,BARRINHA,MDB,0.6063660477453581,0.0,0.671,88.45,31427.55592724232,1.640258334390161,False,False,True,False
CORIBE - BA,BA,DOUTOR MURILLO,UNIÃO,0.5140116607109272,43766.34739099357,0.6,71.63,12086.919228020017,5.25494983936709,True,False,False,False
CORINTO - MG,MG,EVALDAO,MDB,1.0,1699.8130205677376,0.68,89.87,26019.67533571308,9.316081317952982,False,False,True,False
CORNELIO PROCOPIO - PR,PR,RAPHAEL SAMPAIO,PP,0.5232469220769289,1327.2574437021635,0.759,93.28,40090.05441755519,63.85325690081438,False,False,True,False
COROACI - MG,MG,RONEY,REPUBLICANOS,0.5414264036418817,20672.54685777288,0.626,84.51,11539.231900036752,18.886302177854745,True,False,False,False
COROADOS - SP,SP,CHÉCO,PDT,0.4068056407112201,0.0,0.719,93.16,40514.25925925926,21.925191286242484,False,False,True,False
COROATA - MA,MA,EDIMAR VAQUEIRO,PSB,0.6102513414289749,0.0,0.576,67.8,8959.30564415942,26.31361493140496,True,False,False,False
COROMANDEL - MG,MG,FERNANDO BRENO,PRD,0.753658274155369,2861.182252370734,0.708,91.94,53132.31120647885,8.72023859416599,False,False,True,False
CORONEL BARROS - RS,RS,BRÁULIO SCHERER,PP,0.544517724649629,17717.93054571226,0.744,96.85,80129.3408929837,17.254591033284097,False,False,True,False
CORONEL BICACO - RS,RS,ARLEU VALADAR,PDT,0.5148815549706418,0.0,0.665,88.72,83846.35416666667,12.48257719069245,False,False,True,False
CORONEL DOMINGOS SOARES - PR,PR,MARIA ANTONIETA,PSD,0.5496115427302997,0.0,0.6,89.8,57309.08125331917,3.2079667606514053,False,False,True,False
CORONEL EZEQUIEL - RN,RN,THALES FARIAS,PL,0.5155325443786982,2345.554035567716,0.587,70.03,10261.285909712722,27.497036590018084,True,False,False,False
CORONEL FABRICIANO - MG,MG,SADI LUCCA,PL,0.685226098421409,4026.964940421632,0.755,93.92,19057.62106630003,473.3655631775894,False,False,True,False
CORONEL FREITAS - SC,SC,MARTA TOZETTO,MDB,0.563165905631659,3369.2722371967657,0.744,91.7,36728.82171736619,44.44131279677929,False,False,True,False
CORONEL JOAO PESSOA - RN,RN,FÁTIMA,UNIÃO,1.0,12980.882700023602,0.578,66.84,11368.185036582488,36.144397573461205,True,False,False,False
CORONEL JOAO SA - BA,BA,CARLINHOS,MDB,0.6423079909916906,0.0,0.535,60.71,10275.32833020638,21.399399471939965,True,False,False,False
CORONEL JOSE DIAS - PI,PI,DR VICTOR CARVALHO,PSD,0.5321591133979814,5319.388235294117,0.546,67.55,9590.588235294115,2.206708200712552,True,False,False,False
CORONEL MACEDO - SP,SP,DIEGO DO NINO,PSD,0.6327142001198323,0.0,0.69,87.33,32980.84112149533,14.088313516994791,False,False,True,False
CORONEL MARTINS - SC,SC,MOACIR,PSD,0.6357296137339056,0.0,0.696,88.57,27783.53510895884,19.15662349443162,False,False,True,False
CORONEL MURTA - MG,MG,AILTON DE DOVINHA,MOBILIZA,0.7116161616161616,0.0,0.627,80.25,14617.682926829268,10.050079018128914,True,False,False,False
CORONEL PACHECO - MG,MG,COLÉU,PSB,0.7176067073170732,63359.88414192614,0.669,88.53,21760.31860970312,20.99903060804157,False,False,True,False
CORONEL SAPUCAIA - MS,MS,NIÁGARA KRAIEVSKI,PP,0.4209806602852119,0.0,0.589,82.14,24775.141717405,12.919131545094944,True,False,False,False
CORONEL VIVIDA - PR,PR,ANDERSON BARRETO,PSD,0.5300036724201249,2561.870472761562,0.723,91.81,38033.21760747503,30.407415774648943,False,False,True,False
CORONEL XAVIER CHAVES - MG,MG,SIDINEI RESENDE PAIVA,REDE,0.449402390438247,0.0,0.677,93.95,26080.32128514056,24.751344109339662,False,False,True,False
CORREGO DANTA - MG,MG,EDNEI,AVANTE,0.7049754730203224,37162.16216216216,0.692,90.81,55946.95945945946,4.502248134115797,False,False,True,False
CORREGO DO BOM JESUS - MG,MG,JOÃO GABRIEL,PP,0.4614313561681982,0.0,0.692,87.78,10683.05243445693,34.49715249237096,False,False,True,False
