municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010,cluster_0,cluster_1,cluster_2,cluster_3
JAGUARARI - BA,BA,SEU ANTÔNIO,PT,0.6450027012425715,5139.803687735071,0.659,81.9,36638.993364523136,13.25880364195436,False,False,True,False
JAGUARE - ES,ES,MARCOS GUERRA,UNIÃO,0.7095730918499353,346.60053230099203,0.678,86.3,33308.04327537935,43.80358170227158,False,False,True,False
JAGUARETAMA - CE,CE,DR. MARCOS CUNHA,PSB,1.0,0.0,0.612,71.47,13152.5069637883,9.430491528145586,True,False,False,False
JAGUARI - RS,RS,IGOR TAMBARA,MDB,0.3697089017015891,6616.882503072124,0.712,94.18,35732.86700066169,15.666055009452474,False,False,True,False
JAGUARIAIVA - PR,PR,JUCA SLOBODA,PL,0.5447647951441578,284.5678836686492,0.743,93.1,50907.17395634729,21.44482324249945,False,False,True,False
JAGUARIBARA - CE,CE,ZÉ FILHO,PSB,0.644166117336849,0.0,0.618,74.03,14870.79953650058,16.63264597395486,True,False,False,False
JAGUARIBE - CE,CE,ALEXANDRE DIOGENES,REPUBLICANOS,0.6185443090441847,0.0,0.621,74.44,16639.23975567811,17.971272812840112,True,False,False,False
JAGUARIPE - BA,BA,DR FABIO,MDB,0.5521584158415842,0.0,0.556,71.65,11708.250750325613,20.467210490630432,True,False,False,False
JAGUARIUNA - SP,SP,DAVI,PP,0.6812518394976945,578.4302492122602,0.784,95.7,235585.65723625457,419.6526937661689,False,False,False,True
JAGUARUANA - CE,CE,ELIAS DO SARGENTO,PT,0.6615047048398667,10094.318791205324,0.624,72.85,17884.640863064258,37.09033562138229,True,False,False,False
JAGUARUNA - SC,SC,LAERTE SILVA ,PODE,0.590990569713974,0.0,0.721,93.51,41808.44171779141,62.56288189672866,False,False,True,False
JAIBA - MG,MG,JIMMY MURÇA,PSD,0.4846551052221356,0.0,0.638,81.72,22549.3892724376,14.286560467271531,True,False,False,False
JAICOS - PI,PI,WESLLY BISPO,PSD,0.6969784449576597,6276.031266046671,0.524,61.51,10941.461744736693,20.218376151254866,True,False,False,False
JALES - SP,SP,LUIS HENRIQUE,PL,0.9002191568905504,4920.452681646711,0.776,94.38,40637.30113170412,132.44413724277825,False,False,True,False
JAMBEIRO - SP,SP,ARIES MARIOTO,PP,0.4616342800199302,0.0,0.756,92.86,55167.10958261685,34.66444679469625,False,False,True,False
JAMPRUCA - MG,MG,ASSIS DA FARMACIA,PSDB,0.5201612903225806,0.0,0.609,77.2,19213.22160148976,8.300644097682564,True,False,False,False
JANAUBA - MG,MG,ZE APARECIDO,PSD,0.9602311785523334,8542.968075927523,0.696,85.77,22682.796079152464,32.40348276425442,False,False,True,False
JANDAIA - GO,GO,DANILO JANDAIA,PSDB,0.6042667691716318,0.0,0.707,86.73,68050.70153061225,7.269011040089922,False,False,True,False
JANDAIA DO SUL - PR,PR,DITÃO PUPIO,MDB,0.3246003898635478,0.0,0.747,92.67,36911.43497757847,105.42013239073988,False,False,True,False
JANDAIRA - BA,BA,GILDÁSIO,PSD,0.5494143966311357,0.0,0.55,72.71000000000001,18116.855142703283,14.485668000155853,True,False,False,False
JANDAIRA - RN,RN,REGINALDO VITORINO,PT,0.4941942294159043,3809.814081072844,0.569,67.41,15457.330082291985,14.826022923242324,True,False,False,False
JANDIRA - SP,SP,DOUTOR SATO,PSD,0.7633136094674556,0.0,0.76,95.56,41580.41424880342,6778.071575165558,False,True,False,False
JANDUIS - RN,RN,ELVÉCIO GURGEL,PT,0.648866892419901,28445.00632111252,0.615,72.24,17804.25621576064,15.647409695645878,True,False,False,False
JANGADA - MT,MT,ROGÉRIO MEIRA,PSD,0.536858006042296,386773.02720172366,0.63,79.65,25422.16536493401,6.661531134375124,True,False,False,False
JANIOPOLIS - PR,PR,EIDES GUEDES,PSD,0.5747873936968484,3407.1550255536627,0.696,82.34,41218.39863713799,15.379189116100411,False,False,True,False
JANUARIA - MG,MG,MAURÍCIO ALMEIDA,PODE,0.931405553157819,3223.330775134305,0.658,82.65,12656.93016116654,9.78029376917504,False,False,True,False
JAPARAIBA - MG,MG,ALEXANDRE,MDB,0.5710271620355917,8206.813138038171,0.721,92.94,22489.347536617843,26.181629946114672,False,False,True,False
JAPARATINGA - AL,AL,DÉO,MDB,0.6414337474120083,11931.879813428788,0.57,70.33,27332.682503525328,107.94613490271897,True,False,False,False
JAPARATUBA - SE,SE,DECIO DE LARA,UNIÃO,0.5200517464424321,27052.871861311614,0.621,79.42,32570.732309210933,40.867485371703424,True,False,False,False
JAPERI - RJ,RJ,DRA FERNANDA ONTIVEROS,PT,0.3942922691879866,747.4187082636646,0.659,92.91,15891.794493659712,1177.7573573737614,False,False,True,False
JAPI - RN,RN,SIMONE SILVA,MDB,0.5179738562091504,0.0,0.569,65.2,10073.871409028729,27.108919826568066,True,False,False,False
JAPIRA - PR,PR,HARIEL FOGAÇA,MDB,0.5238095238095238,0.0,0.696,89.01,32870.47465808528,22.87456180732242,False,False,True,False
JAPOATA - SE,SE,CARECA DA SAMAM,PDT,0.6931708881051619,0.0,0.56,69.16,15712.239874692325,30.59088407473377,True,False,False,False
JAPONVAR - MG,MG,WELSON DO POSTO,PP,1.0,14150.362987572287,0.608,77.92,9526.639596407038,21.662899918923376,True,False,False,False
JAPORA - MS,MS,MALAQUIAS,PSDB,0.4679451024628689,23318.6057928326,0.526,76.88,20556.332842415315,17.313503405276307,True,False,False,False
JAPURA - AM,AM,PROFESSOR VANILSO,UNIÃO,0.6730190571715146,5644.615037254459,0.522,72.08,9687.175434635355,0.1586632980972081,True,False,False,False
JAPURA - PR,PR,ADRIANA POLIZER,REPUBLICANOS,0.8657237646237123,0.0,0.712,91.16,35126.42169728784,51.76412923835296,False,False,True,False
JAQUEIRA - PE,PE,RIDETE PELLEGRINO,PSD,0.8707940780619112,22250.414755538208,0.575,67.33,10910.607982824242,117.6827764586024,True,False,False,False
JAQUIRANA - RS,RS,MARIA ISABEL RAUBER (BEL),PP,0.6484791470680464,0.0,0.614,88.93,25485.36585365853,4.059034619092447,False,False,True,False
JARAGUA - GO,GO,PAULO VITOR,UNIÃO,0.8312976176079332,12911.571545452534,0.699,90.33,20337.903279304777,24.45629891959952,False,False,True,False
JARAGUA DO SUL - SC,SC,JAIR FRANZNER,MDB,0.5813681290098838,1369.5943282601554,0.803,98.23,65981.52304828643,344.11514803257614,False,False,True,False
JARAGUARI - MS,MS,CLAUDIÃO,PSDB,0.4840871021775544,0.0,0.664,90.66,52952.65443339403,2.26320269482126,False,False,True,False
JARAMATAIA - AL,AL,RICARDO PARANHOS,MDB,1.0,6018.054162487462,0.552,60.83,15623.269809428284,47.29584165571472,True,False,False,False
JARDIM - CE,CE,DR. ANTONIO COUTINHO,PT,0.5801123595505618,3648.1704425230746,0.614,73.71000000000001,10731.239283499324,50.36637408193138,True,False,False,False
JARDIM - MS,MS,GUGA,PSDB,0.5007303534910897,3335.97431299779,0.712,92.06,34463.61703014887,9.58640979194834,False,False,True,False
JARDIM ALEGRE - PR,PR,MOISÉS SANTOS,PSD,0.6388623000136743,0.0,0.689,84.88,31166.52782405865,25.177558480105763,False,False,True,False
JARDIM DE ANGICOS - RN,RN,CARLINHOS,UNIÃO,0.6886561954624781,8206.811653672548,0.565,73.08,26422.650800164138,9.607963962499715,True,False,False,False
JARDIM DE PIRANHAS - RN,RN,ROGÉRIO COURO FINO,MDB,0.5271177944862155,9300.994490949415,0.603,74.23,15261.930314087427,42.24490558453334,True,False,False,False
JARDIM DO MULATO - PI,PI,BINHA,PP,0.6821801891488303,38799.04306220096,0.593,70.41,9481.33971291866,8.192927484980343,True,False,False,False
JARDIM DO SERIDO - RN,RN,SILVANA DE LALÁ,REPUBLICANOS,0.5835662381218558,0.0,0.663,81.53,17845.817245817245,31.69930034049092,False,False,True,False
JARDINOPOLIS - SP,SP,DEGAN,MDB,0.3936269430051813,331.2574532926991,0.735,94.61,34909.235457797804,90.24309694807492,False,False,True,False
JARI - RS,RS,NEI,MDB,0.4572117316191241,0.0,0.631,92.35,140043.29650641984,3.9248373457945775,False,False,True,False
JARINU - SP,SP,DÉBORA PRADO,PSD,0.5804890738813736,6660.450246436659,0.733,92.86,79856.13427467697,180.7980926877072,False,False,True,False
JARU - RO,RO,JEVERSON LIMA,MDB,0.5575191048034934,12388.41888873515,0.689,89.34,34889.38744045384,17.19351770867787,False,False,True,False
JATAI - GO,GO,GENEILTON ASSIS,PL,0.5892800695432274,189.1628597641139,0.757,92.86,75634.28198507505,14.727690707555787,False,False,True,False
JATAIZINHO - PR,PR,VILSINHO QUIRINO,PDT,0.527888153053716,0.0,0.687,89.66,23932.024041310426,68.87250402912576,False,False,True,False
JATAUBA - PE,PE,DRA CÁTIA,PP,0.604973973395026,0.0,0.53,65.71000000000001,9774.790128132296,22.17936053348955,True,False,False,False
JATEI - MS,MS,CILEIDE CABRAL,PSDB,0.5005022601707685,0.0,0.708,87.32,133418.5722253207,1.6487396531826852,False,False,True,False
JATI - CE,CE,MONICA MARIANO,PT,0.5913072219467856,0.0,0.651,73.75,16502.862231268286,21.3278770887512,True,False,False,False
JATOBA - MA,MA,LEO DO BANCO,UNIÃO,0.5740118418947031,4015.5267032525767,0.561,67.6,10133.315486547986,12.625130750594542,True,False,False,False
JATOBA - PE,PE,ROGÉRIO FERREIRA,REPUBLICANOS,0.655633423180593,0.0,0.645,77.37,10969.543509272467,50.38973356230077,True,False,False,False
JATOBA DO PIAUI - PI,PI,HILTON GOMES,PSD,0.5391818629866929,4450.378282153984,0.566,69.6,13072.318647085,6.905991676365974,True,False,False,False
JAU - SP,SP,IVAN CASSARO,PSD,0.7347392888019615,149.81610073634613,0.778,95.31,41816.63258350375,194.286145173304,False,False,True,False
JAU DO TOCANTINS - TO,TO,LUCIENE ARAUJO,PSD,0.5441441441441441,4499.100179964007,0.662,86.53999999999999,29353.629274145173,1.5380085015766254,False,False,True,False
JAUPACI - GO,GO,EDVALDO BATISTA GUIMARÃES,UNIÃO,0.4113761467889908,0.0,0.689,83.62,28436.38850889193,5.530766345369118,False,False,True,False
JAURU - MT,MT,PASSARINHO,UNIÃO,0.5089913995308835,3586.0403967969405,0.673,82.81,41689.6139596032,6.219546300839719,False,False,True,False
JECEABA - MG,MG,FABIO VASCONCELOS,PSDB,0.5405351036008851,0.0,0.661,91.93,315194.28755849606,26.17652374035189,False,False,False,True
JENIPAPO DE MINAS - MG,MG,EDSON FIGUEIRÓ,PSDB,0.5381920112123336,0.0,0.624,76.92,13029.508196721312,21.46415288009113,True,False,False,False
JENIPAPO DOS VIEIRAS - MA,MA,ARNOBIO MARTINS,PDT,0.6728174775872574,0.0,0.49,65.93,7364.839540876083,8.704303032630321,True,False,False,False
JEQUERI - MG,MG,LUIZ ANTÔNIO,PSDB,0.495385352990531,0.0,0.601,83.81,15619.695627667284,22.65586162081777,True,False,False,False
JEQUIA DA PRAIA - AL,AL,FELIPE JATOBÁ,PP,0.7353971144417986,25659.97888067582,0.556,71.86,40336.74762407603,28.29955227732794,True,False,False,False
JEQUIE - BA,BA,ZÉ COCÁ,PP,0.919655961322628,799.1423875879178,0.665,84.12,20001.171188756587,53.50300142405042,False,False,True,False
JEQUITAI - MG,MG,BINHA,MDB,0.7068755085435313,0.0,0.643,80.11,20122.4552745219,5.112732181323242,True,False,False,False
JEQUITIBA - MG,MG,LUIZ DA AMBULÂNCIA,PL,0.5374771480804388,8499.065102838687,0.689,90.52,21450.110487846337,13.22888927551265,False,False,True,False
JEQUITINHONHA - MG,MG,NILO SOUTO,PDT,0.5986951904111667,3337.501562044404,0.615,74.62,11447.99433498563,6.830067115339324,True,False,False,False
JEREMOABO - BA,BA,TISTA DE DEDA,PSD,0.4707659643965376,0.0,0.547,68.0,13324.270451283686,8.815510830850423,True,False,False,False
JERICO - PB,PB,KADSON MONTEIRO,PSB,0.6298157453936348,49228.31293241086,0.603,71.2,10152.075572112826,42.35489586301623,True,False,False,False
JERIQUARA - SP,SP,ELAINE PINHEIRO,MDB,0.543331076506432,0.0,0.703,90.09,43732.0735179912,27.216937039971256,False,False,True,False
JERONIMO MONTEIRO - ES,ES,ZE VALERIO,PSD,0.5368555060471037,0.0,0.698,86.89,14870.410367170629,65.24986961361401,False,False,True,False
JERUMENHA - PI,PI,JÚNIOR NATO,PT,0.6820308844174076,0.0,0.591,74.99,14126.751167444963,2.4089895556911656,True,False,False,False
JESUANIA - MG,MG,TORINHO,PP,0.6318493150684932,24328.532502919425,0.658,88.94,20281.043207473725,33.387747400098924,False,False,True,False
JESUITAS - PR,PR,EDICARLOS GRIZOTTO,PSD,0.6498740554156172,0.0,0.705,89.78,42070.531125071386,37.06308018914303,False,False,True,False
JESUPOLIS - GO,GO,ADRIANO PEIXOTO,PP,1.0,80075.36504945831,0.649,84.33,18681.582666038623,18.413968023241853,False,False,True,False
JI-PARANA - RO,RO,AFFONSO CÂNDIDO,PL,0.6426666271522983,4196.929214287437,0.714,92.21,34030.490698366484,18.02385553866004,False,False,True,False
JIJOCA DE JERICOACOARA - CE,CE,LEANDRO CEZAR,PP,0.5936301484075371,0.0,0.652,76.49,21586.304050088045,122.13023911282193,True,False,False,False
JIQUIRICA - BA,BA,LUCAS DE DERALDO,PSB,0.8988128886376484,0.0,0.553,77.4,11030.96338689559,57.170995742156144,True,False,False,False
JITAUNA - BA,BA,MARCELO PECORELLI,AVANTE,0.7470521890700297,0.0,0.575,70.28,12232.95019157088,54.75455395607504,True,False,False,False
JOACABA - SC,SC,SARTORI,PSDB,0.5070092052223091,0.0,0.827,96.83,78982.02083195117,124.80969351510004,False,False,True,False
JOAIMA - MG,MG,BINA,SOLIDARIEDADE,0.7635364896678002,0.0,0.587,71.4,11711.117511520735,8.346726668345328,True,False,False,False
JOANESIA - MG,MG,AIKEN,PSD,0.6056670602125147,0.0,0.626,80.72,25462.462462462463,18.580764861684948,True,False,False,False
JOANOPOLIS - SP,SP,CRISTIANO DA EMA,REPUBLICANOS,0.4683969876277568,0.0,0.699,92.2,20410.30042918455,34.21066458845048,False,False,True,False
JOAO ALFREDO - PE,PE,ZÉ MARTINS,PSB,0.6653001315922664,0.0,0.576,64.3,11420.883678990082,206.58787159512005,True,False,False,False
JOAO CAMARA - RN,RN,AIZE,PSDB,0.5139227917909773,0.0,0.595,73.22,38144.81826374287,46.51642855556606,True,False,False,False
JOAO COSTA - PI,PI,GILSON CASTRO,PSD,0.5581143321593064,0.0,0.561,71.58,23329.62962962963,1.649921086154202,True,False,False,False
JOAO DIAS - RN,RN,FATINHA DE MARCELO,UNIÃO,0.6683823529411764,0.0,0.53,61.14,13483.140655105974,23.5814059620601,True,False,False,False
JOAO DOURADO - BA,BA,DI CARDOSO,PRD,0.8958745138047567,0.0,0.593,79.33,11955.540355677154,27.200615700906813,True,False,False,False
JOAO LISBOA - MA,MA,DR FÁBIO HOLANDA,PSDB,0.5185084376701143,0.0,0.641,77.68,10954.105791412036,21.714910361263684,True,False,False,False
JOAO MONLEVADE - MG,MG,DR. LAÉRCIO,PT,0.6102403846153847,1365.5580081559356,0.758,95.88,60499.09586341926,809.5578089032495,False,False,True,False
JOAO NEIVA - ES,ES,PAULO SERGIO - MICULA,REPUBLICANOS,1.0,2130.8331557639035,0.753,92.29,45902.05270260672,49.40651626740495,False,False,True,False
JOAO PINHEIRO - MG,MG,GLÁUCON CARDOSO,NOVO,0.5365939727574282,0.0,0.697,89.19,46071.045490480974,4.362990033419899,False,False,True,False
JOAO RAMALHO - SP,SP,DIRCE VALEJO,PSDB,0.6421955403087478,0.0,0.741,88.73,34013.95561656372,10.51139900268133,False,False,True,False
JOAQUIM FELICIO - MG,MG,MIGUELZINHO DE HELMAR,PSD,1.0,2594.706798131811,0.637,84.48,18768.811624286456,4.873403965575385,False,False,True,False
JOAQUIM GOMES - AL,AL,RITA DO ARAÇA,MDB,0.5566983800462844,0.0,0.531,60.32,30376.384839650145,57.35796145795738,True,False,False,False
JOAQUIM NABUCO - PE,PE,MÁRCIA BARRETO,PSDB,0.5235448005232178,0.0,0.554,70.35,13664.179666892758,108.38513568643684,True,False,False,False
JOAQUIM PIRES - PI,PI,DEYVISON CRUZ,PT,0.5502049180327869,23764.9431081665,0.522,63.69,8562.148926976812,18.765507427691308,True,False,False,False
JOAQUIM TAVORA - PR,PR,GELSON MANSUR NASSAR,PSDB,0.5365785030951041,0.0,0.7,91.92,56858.09962327334,34.73267123805852,False,False,True,False
JOCA CLAUDINO - PB,PB,RINALDO CIPRIANO,MDB,0.8835443037974684,58975.384009452544,,,12998.81843245372,35.30877059318723,,,,
JOCA MARQUES - PI,PI,FABIANNA FRANCO,MDB,0.5305384124281762,0.0,0.504,61.56,8569.89247311828,31.9031923133685,True,False,False,False
JOIA - RS,RS,DIONEI LEWANDOWSKI,PP,0.6455887921241954,6959.910913140312,0.686,93.74,135774.91648106906,5.800913717311492,False,False,True,False
JORDANIA - MG,MG,MAX,REPUBLICANOS,0.6341212744090442,0.0,0.628,75.72,10401.009316770189,18.84967908779443,True,False,False,False
JORDAO - AC,AC,NAUDO RIBEIRO,PP,0.4301699129714049,15181.088700932552,0.469,73.13,12359.032747777055,1.7212245778402546,True,False,False,False
JOSE BOITEUX - SC,SC,NENO,MDB,0.5713211331160691,5012.5313283208025,0.694,93.73,21798.162071846284,14.762852812720256,False,False,True,False
JOSE BONIFACIO - SP,SP,DR MARCELO CATARUCI,PSD,0.4683075582661729,0.0,0.777,94.08,37718.75085305599,42.58549604502359,False,False,True,False
JOSE DA PENHA - RN,RN,JAIRO MAFALDO,PT,0.5760576057605761,11473.237980354988,0.608,70.27,11617.266930897811,49.310961286218046,True,False,False,False
JOSE DE FREITAS - PI,PI,PEDRO GOMES,PT,0.5042293072155063,0.0,0.618,75.47,9180.619845391104,27.66877134649828,True,False,False,False
JOSE GONCALVES DE MINAS - MG,MG,DONA LIA,SOLIDARIEDADE,0.6075050709939148,14508.465608465607,0.632,80.66,13037.288989669942,10.40254040800422,True,False,False,False
JOSE RAYDAN - MG,MG,ROMARIO,PSDB,0.5547612239062053,0.0,0.617,77.39,16948.92221180881,23.620107916497343,True,False,False,False
JOSELANDIA - MA,MA,RAIMUNDO ZUCA,REPUBLICANOS,0.5959473340181156,6700.616456714018,0.561,66.31,7810.506566604127,21.233424494540387,True,False,False,False
JOSENOPOLIS - MG,MG,DANIEL,REPUBLICANOS,0.6779721528025705,2754.8209366391184,0.564,71.14,15985.674931129475,6.707734894112966,True,False,False,False
JOVIANIA - GO,GO,MAX,PODE,0.5022430668841762,0.0,0.706,88.68,47789.9147925688,16.052070238870833,False,False,True,False
JUARA - MT,MT,NEI DA FARMÁCIA,PRD,0.7276497695852534,0.0,0.682,90.1,39123.01610038389,1.5422148539432952,False,False,True,False
JUAREZ TAVORA - PB,PB,WILSON,PSB,0.7354172898594077,0.0,0.579,64.15,9379.297075423294,103.165872471575,True,False,False,False
JUARINA - TO,TO,SEU MANOEL,UNIÃO,0.6346534653465347,20062.416406598302,0.584,84.81,19792.688363798483,4.63762714276177,True,False,False,False
JUATUBA - MG,MG,TED,PSD,0.7163874376989131,813.9080609454356,0.717,91.46,46788.4815731215,316.09940882954464,False,False,True,False
JUAZEIRINHO - PB,PB,ANNA VIRGÍNIA,REPUBLICANOS,0.7704081632653061,7937.907920268125,0.567,73.99,12367.20174045981,35.83472646814888,True,False,False,False
JUAZEIRO DO PIAUI - PI,PI,WILSON GOMES,MDB,0.687099725526075,12925.316455696202,0.57,70.77,10751.43843498274,5.5688512714578815,True,False,False,False
JUCAS - CE,CE,EDSONRIVA,PSB,0.5940100844420144,836.050497450046,0.598,68.82,13350.597776105677,25.43803172281684,True,False,False,False
JUCATI - PE,PE,CLELSON PEIXOTO,REPUBLICANOS,0.793277735658327,13024.225058609012,0.55,67.33,11224.277155509248,95.49904194079188,True,False,False,False
JUCURUCU - BA,BA,LILI,PSDB,0.5046302695231514,0.0,0.541,67.96000000000001,13224.13257379596,6.622735520741062,True,False,False,False
JUCURUTU - RN,RN,IOGO QUEIROZ,PSDB,0.7601334852677845,7306.244028550554,0.601,68.47,17750.857078626424,19.060042398292296,True,False,False,False
JUINA - MT,MT,PAULO VERONESE,UNIÃO,0.8669961608049072,2834.2540713771828,0.716,90.14,29060.10595391223,1.737681303706493,False,False,True,False
JULIO BORGES - PI,PI,JOÃO PAULO,PP,0.6777683495969453,103526.94877505567,0.582,81.84,14995.17446176689,4.196262877693544,True,False,False,False
JULIO DE CASTILHOS - RS,RS,BERNARDO,PSDB,0.5382764459495588,1097.333479644464,0.716,94.35,105627.72961703062,9.445929014223836,False,False,True,False
JULIO MESQUITA - SP,SP,ELTON,PP,0.6351931330472103,0.0,0.716,88.12,13832.393041842972,33.1825549360922,False,False,True,False
JUMIRIM - SP,SP,DANIEL VIEIRA,PSD,1.0,6544.502617801048,0.741,93.4,70026.17801047121,53.83580970908197,False,False,True,False
JUNCO DO MARANHAO - MA,MA,ZE RICARDO,MDB,0.5398617511520737,24290.711232024874,0.552,72.84,11992.615623785465,9.050559694588944,True,False,False,False
JUNCO DO SERIDO - PB,PB,DR PAULO,PSB,1.0,0.0,0.617,78.28999999999999,14220.815545414398,37.65967569818666,True,False,False,False
JUNDIA - AL,AL,JORGE GALVÃO,MDB,0.7350577599196384,152737.04789833823,0.562,66.27000000000001,13388.807429130007,46.063784451665896,True,False,False,False
JUNDIA - RN,RN,GALEGO DOS TOUROS,MDB,0.594500116522955,0.0,0.595,64.56,11272.532762770794,83.75670797731826,True,False,False,False
JUNDIAI DO SUL - PR,PR,BETINHO,PP,1.0,15001.500150015,0.688,85.49,38425.14251425143,9.850856071406918,False,False,True,False
JUNQUEIRO - AL,AL,LEANDRO SILVA,MDB,0.5445942602671945,3764.5877776383486,0.575,67.74000000000001,23006.818086752835,96.50531777847355,True,False,False,False
JUNQUEIROPOLIS - SP,SP,NETO FURINI,REPUBLICANOS,0.6244633145692204,586.8544600938967,0.745,91.44,39508.94953051643,35.12413791549925,False,False,True,False
JUPI - PE,PE,RIVANDA,PSD,1.0,0.0,0.575,67.81,13975.079913888709,146.29326558310626,True,False,False,False
JUPIA - SC,SC,VALDELIRIO,MDB,0.531296205027107,31311.154598825837,0.719,89.82,34533.07240704501,27.92894572317503,False,False,True,False
JUQUIA - SP,SP,CIRILO,UNIÃO,0.4749163879598662,0.0,0.7,88.94,21362.889122070654,21.093549193094017,False,False,True,False
JUQUITIBA - SP,SP,WILLIANS SOARES,MDB,0.5070367907801419,729.8204641658152,0.709,89.18,20945.737848489272,52.49267721130035,False,False,True,False
JURAMENTO - MG,MG,MARLENE DE VENÂNCIO,UNIÃO,0.525549188156638,13269.63906581741,0.669,83.83,13696.656050955417,8.720033918148648,False,False,True,False
JURANDA - PR,PR,JOELMA DEMENECK,PSD,0.5386249517188103,0.0,0.708,87.76,56742.63286578304,19.17717328086096,False,False,True,False
JUREMA - PE,PE,BRANCO DE GERALDO,PT,0.5763591936469151,9525.205158264947,0.509,62.05,9733.294255568582,91.86657135938668,True,False,False,False
JUREMA - PI,PI,DRA KAYLANNE,MDB,0.505892081868927,62687.59322033898,0.555,64.52000000000001,9845.42372881356,3.4800606283178666,True,False,False,False
JURIPIRANGA - PB,PB,TOM MAROJA,PSDB,0.6099205393691307,0.0,0.548,65.66,11722.23332001598,127.28327744797012,True,False,False,False
JURU - PB,PB,SOLANGE FÉLIX,PSB,0.6838719558891101,0.0,0.57,66.59,9450.508988520683,23.36575718569449,True,False,False,False
JURUA - AM,AM,ILQUE CUNHA,MDB,0.5487918215613383,0.0,0.522,66.28,12853.658536585366,0.552505069302853,True,False,False,False
JURUAIA - MG,MG,CELSINHO,REPUBLICANOS,0.7211386399578281,8119.81234211476,0.723,93.58,24730.151569830385,50.34800540193414,False,False,True,False
JURUENA - MT,MT,MANOEL GARÇA BRANCA,UNIÃO,0.7968664601931135,2937.4326838343286,0.662,90.02,29169.587780280035,3.183997315954554,False,False,True,False
JURUTI - PA,PA,DONA LUCIDIA,MDB,0.5132585101134681,16489.440066036437,0.592,91.1,28532.379473673867,6.124938874191471,False,False,True,False
JUSCIMEIRA - MT,MT,ALEXANDRE RUSSI,PL,0.6297380156075808,0.0,0.714,85.19,46050.871080139375,5.010248521522285,False,False,True,False
JUSSARA - BA,BA,TACINHO,PP,0.6008790115266606,0.0,0.571,74.23,6948.636419224655,12.06573724898469,True,False,False,False
JUSSARA - GO,GO,IDALI BONTEMPO BRANCA,UNIÃO,0.8612457696881003,0.0,0.743,87.46000000000001,35345.36187563711,4.794445255734616,False,False,True,False
JUSSARA - PR,PR,TATINHA,PL,0.5089324618736384,2989.536621823617,0.718,92.95,60561.43497757847,29.138803082313864,False,False,True,False
JUSSARI - BA,BA,ORLEANS,PSD,0.5304154302670623,0.0,0.567,70.58,12140.964673913044,17.885569126748265,True,False,False,False
JUSSIAPE - BA,BA,ZÉ LUZ,AVANTE,0.5053146617175637,0.0,0.602,74.93,9315.218864344764,12.519224619932062,True,False,False,False
JUTAI - AM,AM,MERCEDES,UNIÃO,0.607948358998289,0.0,0.516,71.94,10582.273955188304,0.362405021863926,True,False,False,False
JUTI - MS,MS,GILSON CRUZ,PSDB,0.6323096339924275,0.0,0.623,81.33,68994.79863278348,3.831133959710792,True,False,False,False
JUVENILIA - MG,MG,MAILSON,SOLIDARIEDADE,0.565777972027972,0.0,0.592,76.88,11337.5367075488,5.43450735779918,True,False,False,False
KALORE - PR,PR,WASHINGTON,PSD,0.629232039636664,12003.491924923614,0.721,88.55,36155.1724137931,21.63740870572856,False,False,True,False
LABREA - AM,AM,GERLANDO LOPES,PL,0.5127311239574599,0.0,0.531,71.45,13756.35891568386,0.6657698461499582,True,False,False,False
LACERDOPOLIS - SC,SC,HILARIO,MDB,0.5022296544035675,0.0,0.781,94.59,61277.58007117438,32.495963159419674,False,False,True,False
LADAINHA - MG,MG,RONAN CÉSAR,AVANTE,0.5108323831242874,0.0,0.541,70.31,10243.342835291664,16.594252911390733,True,False,False,False
LADARIO - MS,MS,MUNIR,PSDB,0.5851651011910526,2323.2041631818606,0.704,93.31,17831.01012917015,57.88899558613615,False,False,True,False
LAFAIETE COUTINHO - BA,BA,BINHO,PP,0.6341152473227945,2453.98773006135,0.599,73.02,13562.45398773006,8.180157467346179,True,False,False,False
LAGAMAR - MG,MG,ZICO ,MOBILIZA,0.5491340361445783,0.0,0.718,88.93,36574.724777559946,4.497252573179745,False,False,True,False
LAGARTO - SE,SE,SÉRGIO,PSD,0.5120941147598815,0.0,0.625,74.68,17703.649376347472,96.19953004254488,True,False,False,False
LAGES - SC,SC,CARMEN ZANOTTO,CIDADANIA,0.7716315077035392,3754.2323055382135,0.77,94.98,39862.02047508501,62.55248743031137,False,False,True,False
LAGO DA PEDRA - MA,MA,MAURA JORGE,PP,0.6377554812337421,4504.200166655406,0.589,69.42,12397.29297569984,35.799223662761904,True,False,False,False
LAGO DO JUNCO - MA,MA,ATAIDE DO POSTO,PSB,0.5115373922713372,0.0,0.581,67.03,9116.557963391542,28.98244880060093,True,False,False,False
LAGO DOS RODRIGUES - MA,MA,DIDI MOITA,PSB,0.5845872591759246,0.0,0.602,69.94,9591.002511989038,39.65917500849493,True,False,False,False
LAGO VERDE - MA,MA,ALEX ALMEIDA,PP,0.5928115615615616,12864.784345588732,0.557,66.97999999999999,9192.565508836076,23.38969193560082,True,False,False,False
LAGOA - PB,PB,SOCORRO DE BIRÓ,PDT,0.8140133951571354,0.0,0.563,66.16,11604.077010192526,25.03138476157959,True,False,False,False
